timestamp,date_from,time_from,target,forecast,forecast_type,relative_distance,model_index,samples_ahead,lower_bound,upper_bound,bin,InSample,OutOfSample,Production,MAE
2013-02-22T00:00:00.000Z,2013-02-15,00:00:00.0,11965.0,,InSample,D+7,,7,,,S+1:S+14,,,,
2013-02-23T00:00:00.000Z,2013-02-15,00:00:00.0,9532.0,,InSample,D+8,,8,,,S+1:S+14,,,,
2013-02-24T00:00:00.000Z,2013-02-15,00:00:00.0,0.0,88.54652520837044,InSample,D+9,9.0,9,-1917.203605716872,2730.642738393425,S+1:S+14,88.54652520837044,,,88.54652520837044
2013-02-25T00:00:00.000Z,2013-02-15,00:00:00.0,9244.0,,InSample,D+10,,10,,,S+1:S+14,,,,
2013-02-26T00:00:00.000Z,2013-02-15,00:00:00.0,9483.0,,InSample,D+11,,11,,,S+1:S+14,,,,
2013-02-27T00:00:00.000Z,2013-02-15,00:00:00.0,10802.0,,InSample,D+12,,12,,,S+1:S+14,,,,
2013-02-28T00:00:00.000Z,2013-02-15,00:00:00.0,12013.0,10722.324752360066,InSample,D+13,13.0,13,8728.8262454377,13483.813791871637,S+1:S+14,10722.324752360066,,,1290.6752476399342
2013-03-01T00:00:00.000Z,2013-02-15,00:00:00.0,11553.0,,InSample,D+14,,14,,,S+1:S+14,,,,
2013-03-02T00:00:00.000Z,2013-03-01,00:00:00.0,10851.0,,InSample,D+1,,1,,,S+1:S+14,,,,
2013-03-03T00:00:00.000Z,2013-03-01,00:00:00.0,0.0,0.0,InSample,D+2,2.0,2,-1976.6176183904224,2777.5424068184216,S+1:S+14,0.0,,,0.0
2013-03-04T00:00:00.000Z,2013-03-01,00:00:00.0,18527.0,18419.04806621339,InSample,D+3,3.0,3,16518.169451211892,21085.767183660224,S+1:S+14,18419.04806621339,,,107.95193378661133
2013-03-05T00:00:00.000Z,2013-03-01,00:00:00.0,15325.0,15495.434138251674,InSample,D+4,4.0,4,13478.977545831762,18247.531996580787,S+1:S+14,15495.434138251674,,,170.43413825167409
2013-03-06T00:00:00.000Z,2013-03-01,00:00:00.0,14358.0,15012.090179138868,InSample,D+5,5.0,5,13087.396770658188,17574.002276591807,S+1:S+14,15012.090179138868,,,654.0901791388678
2013-03-07T00:00:00.000Z,2013-03-01,00:00:00.0,13888.0,13862.704942321234,InSample,D+6,6.0,6,11870.660490838814,16437.81102523695,S+1:S+14,13862.704942321234,,,25.29505767876617
2013-03-08T00:00:00.000Z,2013-03-01,00:00:00.0,12421.0,13162.56234078842,InSample,D+7,7.0,7,11091.703927714889,15742.56545083873,S+1:S+14,13162.56234078842,,,741.5623407884195
2013-03-09T00:00:00.000Z,2013-03-01,00:00:00.0,9453.0,,InSample,D+8,,8,,,S+1:S+14,,,,
2013-03-10T00:00:00.000Z,2013-03-01,00:00:00.0,0.0,35.11802747740785,InSample,D+9,9.0,9,-1970.6321034478349,2677.2142406624625,S+1:S+14,35.11802747740785,,,35.11802747740785
2013-03-11T00:00:00.000Z,2013-03-01,00:00:00.0,10454.0,,InSample,D+10,,10,,,S+1:S+14,,,,
2013-03-12T00:00:00.000Z,2013-03-01,00:00:00.0,11226.0,,InSample,D+11,,11,,,S+1:S+14,,,,
2013-03-13T00:00:00.000Z,2013-03-01,00:00:00.0,11635.0,,InSample,D+12,,12,,,S+1:S+14,,,,
2013-03-14T00:00:00.000Z,2013-03-01,00:00:00.0,10154.0,10876.257206061637,InSample,D+13,13.0,13,8882.75869913927,13637.746245573206,S+1:S+14,10876.257206061637,,,722.2572060616367
2013-03-15T00:00:00.000Z,2013-03-01,00:00:00.0,11441.0,11155.764596148265,InSample,D+14,14.0,14,9097.71845665234,13788.59354291266,S+1:S+14,11155.764596148265,,,285.2354038517351
2013-03-16T00:00:00.000Z,2013-03-15,00:00:00.0,9827.0,,InSample,D+1,,1,,,S+1:S+14,,,,
2013-03-17T00:00:00.000Z,2013-03-15,00:00:00.0,0.0,0.0,InSample,D+2,2.0,2,-1976.6176183904224,2777.5424068184216,S+1:S+14,0.0,,,0.0
2013-03-18T00:00:00.000Z,2013-03-15,00:00:00.0,18520.0,18534.36920529627,InSample,D+3,3.0,3,16633.490590294772,21201.088322743104,S+1:S+14,18534.36920529627,,,14.369205296268774
2013-03-19T00:00:00.000Z,2013-03-15,00:00:00.0,15238.0,15808.25375479217,InSample,D+4,4.0,4,13791.797162372255,18560.35161312128,S+1:S+14,15808.25375479217,,,570.2537547921693
2013-03-20T00:00:00.000Z,2013-03-15,00:00:00.0,14147.0,15015.195915561882,InSample,D+5,5.0,5,13090.502507081204,17577.108013014822,S+1:S+14,15015.195915561882,,,868.1959155618824
2013-03-21T00:00:00.000Z,2013-03-15,00:00:00.0,12717.0,13985.438130055783,InSample,D+6,6.0,6,11993.393678573364,16560.5442129715,S+1:S+14,13985.438130055783,,,1268.4381300557834
2013-03-22T00:00:00.000Z,2013-03-15,00:00:00.0,12978.0,13700.871995779406,InSample,D+7,7.0,7,11630.013582705871,16280.875105829717,S+1:S+14,13700.871995779406,,,722.8719957794056
2013-03-23T00:00:00.000Z,2013-03-15,00:00:00.0,9925.0,,InSample,D+8,,8,,,S+1:S+14,,,,
2013-03-24T00:00:00.000Z,2013-03-15,00:00:00.0,0.0,63.24471350394128,InSample,D+9,9.0,9,-1942.5054174213008,2705.340926688996,S+1:S+14,63.24471350394128,,,63.24471350394128
2013-03-25T00:00:00.000Z,2013-03-15,00:00:00.0,16100.0,17177.55640592839,InSample,D+10,10.0,10,15201.857950407775,19857.98255003364,S+1:S+14,17177.55640592839,,,1077.5564059283897
2013-03-26T00:00:00.000Z,2013-03-15,00:00:00.0,15719.0,,InSample,D+11,,11,,,S+1:S+14,,,,
2013-03-27T00:00:00.000Z,2013-03-15,00:00:00.0,16376.0,15270.866640110436,InSample,D+12,12.0,12,13259.011852309504,18063.157489316425,S+1:S+14,15270.866640110436,,,1105.1333598895635
2013-03-28T00:00:00.000Z,2013-03-15,00:00:00.0,17441.0,14201.233589001477,InSample,D+13,13.0,13,12207.73508207911,16962.722628513045,S+1:S+14,14201.233589001477,,,3239.7664109985235
2013-03-29T00:00:00.000Z,2013-03-15,00:00:00.0,0.0,0.0,InSample,D+14,14.0,14,-2058.046139495924,2632.828946764397,S+1:S+14,0.0,,,0.0
2013-03-30T00:00:00.000Z,2013-03-29,00:00:00.0,14273.0,14550.025129575071,InSample,D+1,1.0,1,12846.493591944443,17117.00098344734,S+1:S+14,14550.025129575071,,,277.02512957507133
2013-03-31T00:00:00.000Z,2013-03-29,00:00:00.0,0.0,0.0,InSample,D+2,2.0,2,-1976.6176183904224,2777.5424068184216,S+1:S+14,0.0,,,0.0
2013-04-01T00:00:00.000Z,2013-03-29,00:00:00.0,0.0,0.0,InSample,D+3,3.0,3,-1900.878615001495,2666.7191174468358,S+1:S+14,0.0,,,0.0
2013-04-02T00:00:00.000Z,2013-03-29,00:00:00.0,12191.0,13931.687736214417,InSample,D+4,4.0,4,11915.231143794505,16683.78559454353,S+1:S+14,13931.687736214417,,,1740.6877362144169
2013-04-03T00:00:00.000Z,2013-03-29,00:00:00.0,11052.0,10048.528637727475,InSample,D+5,5.0,5,8123.835229246795,12610.440735180417,S+1:S+14,10048.528637727475,,,1003.4713622725249
2013-04-04T00:00:00.000Z,2013-03-29,00:00:00.0,10133.0,9570.724822660131,InSample,D+6,6.0,6,7578.680371177711,12145.830905575853,S+1:S+14,9570.724822660131,,,562.2751773398686
2013-04-05T00:00:00.000Z,2013-03-29,00:00:00.0,10557.0,10377.605094650848,InSample,D+7,7.0,7,8306.746681577315,12957.60820470116,S+1:S+14,10377.605094650848,,,179.3949053491524
2013-04-06T00:00:00.000Z,2013-03-29,00:00:00.0,10247.0,10108.155422457026,InSample,D+8,8.0,8,8086.646311172455,12816.977746289593,S+1:S+14,10108.155422457026,,,138.84457754297364
2013-04-07T00:00:00.000Z,2013-03-29,00:00:00.0,0.0,96.28843705720078,InSample,D+9,9.0,9,-1909.4616938680415,2738.384650242256,S+1:S+14,96.28843705720078,,,96.28843705720078
2013-04-08T00:00:00.000Z,2013-03-29,00:00:00.0,16778.0,16738.182346984682,InSample,D+10,10.0,10,14762.48389146407,19418.60849108993,S+1:S+14,16738.182346984682,,,39.817653015317774
2013-04-09T00:00:00.000Z,2013-03-29,00:00:00.0,14223.0,,InSample,D+11,,11,,,S+1:S+14,,,,
2013-04-10T00:00:00.000Z,2013-03-29,00:00:00.0,12841.0,14600.662842811602,InSample,D+12,12.0,12,12588.808055010668,17392.95369201759,S+1:S+14,14600.662842811602,,,1759.6628428116019
2013-04-11T00:00:00.000Z,2013-03-29,00:00:00.0,12117.0,13094.339127626168,InSample,D+13,13.0,13,11100.840620703802,15855.828167137735,S+1:S+14,13094.339127626168,,,977.3391276261682
2013-04-12T00:00:00.000Z,2013-03-29,00:00:00.0,12302.0,14094.551711576074,InSample,D+14,14.0,14,12036.50557208015,16727.380658340473,S+1:S+14,14094.551711576074,,,1792.551711576074
2013-04-13T00:00:00.000Z,2013-04-12,00:00:00.0,9829.0,10245.818983908675,InSample,D+1,1.0,1,8542.287446278047,12812.794837780944,S+1:S+14,10245.818983908675,,,416.81898390867536
2013-04-14T00:00:00.000Z,2013-04-12,00:00:00.0,0.0,0.0,InSample,D+2,2.0,2,-1976.6176183904224,2777.5424068184216,S+1:S+14,0.0,,,0.0
2013-04-15T00:00:00.000Z,2013-04-12,00:00:00.0,10092.0,10196.690146561908,InSample,D+3,3.0,3,8295.811531560412,12863.409264008742,S+1:S+14,10196.690146561908,,,104.69014656190848
2013-04-16T00:00:00.000Z,2013-04-12,00:00:00.0,10198.0,10449.216171680684,InSample,D+4,4.0,4,8432.759579260772,13201.314030009797,S+1:S+14,10449.216171680684,,,251.21617168068406
2013-04-17T00:00:00.000Z,2013-04-12,00:00:00.0,10056.0,10553.50242000095,InSample,D+5,5.0,5,8628.80901152027,13115.414517453892,S+1:S+14,10553.50242000095,,,497.5024200009502
2013-04-18T00:00:00.000Z,2013-04-12,00:00:00.0,9666.0,10452.831554649389,InSample,D+6,6.0,6,8460.78710316697,13027.937637565108,S+1:S+14,10452.831554649389,,,786.8315546493886
2013-04-19T00:00:00.000Z,2013-04-12,00:00:00.0,9415.0,10791.787513559702,InSample,D+7,7.0,7,8720.92910048617,13371.790623610012,S+1:S+14,10791.787513559702,,,1376.7875135597023
2013-04-20T00:00:00.000Z,2013-04-12,00:00:00.0,9922.0,10953.172993964095,InSample,D+8,8.0,8,8931.663882679524,13661.995317796662,S+1:S+14,10953.172993964095,,,1031.1729939640954
2013-04-21T00:00:00.000Z,2013-04-12,00:00:00.0,0.0,10.400411326726273,InSample,D+9,9.0,9,-1995.349719598516,2652.496624511781,S+1:S+14,10.400411326726273,,,10.400411326726273
2013-04-22T00:00:00.000Z,2013-04-12,00:00:00.0,16062.0,17830.69518022901,InSample,D+10,10.0,10,15854.996724708397,20511.121324334257,S+1:S+14,17830.69518022901,,,1768.6951802290096
2013-04-23T00:00:00.000Z,2013-04-12,00:00:00.0,14167.0,14494.645319607767,InSample,D+11,11.0,11,12266.45243061542,17350.04791266786,S+1:S+14,14494.645319607767,,,327.6453196077673
2013-04-24T00:00:00.000Z,2013-04-12,00:00:00.0,12892.0,14688.003834343725,InSample,D+12,12.0,12,12676.14904654279,17480.294683549713,S+1:S+14,14688.003834343725,,,1796.0038343437245
2013-04-25T00:00:00.000Z,2013-04-12,00:00:00.0,11740.0,13666.178775474516,InSample,D+13,13.0,13,11672.68026855215,16427.667814986085,S+1:S+14,13666.178775474516,,,1926.1787754745164
2013-04-26T00:00:00.000Z,2013-04-12,00:00:00.0,11132.0,12791.47716195207,InSample,D+14,14.0,14,10733.431022456149,15424.306108716468,S+1:S+14,12791.47716195207,,,1659.4771619520707
2013-04-27T00:00:00.000Z,2013-04-26,00:00:00.0,9730.0,10053.131905992255,InSample,D+1,1.0,1,8349.600368361627,12620.107759864522,S+1:S+14,10053.131905992255,,,323.13190599225527
2013-04-28T00:00:00.000Z,2013-04-26,00:00:00.0,0.0,0.0,InSample,D+2,2.0,2,-1976.6176183904224,2777.5424068184216,S+1:S+14,0.0,,,0.0
2013-04-29T00:00:00.000Z,2013-04-26,00:00:00.0,15533.0,16240.827622719136,InSample,D+3,3.0,3,14339.949007717642,18907.54674016597,S+1:S+14,16240.827622719136,,,707.8276227191363
2013-04-30T00:00:00.000Z,2013-04-26,00:00:00.0,17895.0,14960.598881057982,InSample,D+4,4.0,4,12944.14228863807,17712.696739387095,S+1:S+14,14960.598881057982,,,2934.401118942018
2013-05-01T00:00:00.000Z,2013-04-26,00:00:00.0,0.0,1181.995933840269,InSample,D+5,5.0,5,-742.6974746404114,3743.9080312932097,S+1:S+14,1181.995933840269,,,1181.995933840269
2013-05-02T00:00:00.000Z,2013-04-26,00:00:00.0,16213.0,17182.851366674713,InSample,D+6,6.0,6,15190.806915192294,19757.95744959043,S+1:S+14,17182.851366674713,,,969.8513666747131
2013-05-03T00:00:00.000Z,2013-04-26,00:00:00.0,14542.0,13634.90302682988,InSample,D+7,7.0,7,11564.044613756349,16214.906136880192,S+1:S+14,13634.90302682988,,,907.0969731701207
2013-05-04T00:00:00.000Z,2013-04-26,00:00:00.0,10807.0,10832.267839232833,InSample,D+8,8.0,8,8810.758727948261,13541.0901630654,S+1:S+14,10832.267839232833,,,25.267839232832557
2013-05-05T00:00:00.000Z,2013-04-26,00:00:00.0,0.0,38.47597789055317,InSample,D+9,9.0,9,-1967.274153034689,2680.572191075608,S+1:S+14,38.47597789055317,,,38.47597789055317
2013-05-06T00:00:00.000Z,2013-04-26,00:00:00.0,12807.0,11783.5572284935,InSample,D+10,10.0,10,9807.858772972886,14463.983372598746,S+1:S+14,11783.5572284935,,,1023.4427715064994
2013-05-07T00:00:00.000Z,2013-04-26,00:00:00.0,11186.0,11298.164021390494,InSample,D+11,11.0,11,9069.971132398146,14153.566614450589,S+1:S+14,11298.164021390494,,,112.16402139049387
2013-05-08T00:00:00.000Z,2013-04-26,00:00:00.0,13293.0,11129.066610822516,InSample,D+12,12.0,12,9117.211823021582,13921.357460028505,S+1:S+14,11129.066610822516,,,2163.933389177484
2013-05-09T00:00:00.000Z,2013-04-26,00:00:00.0,0.0,104.05690219551792,InSample,D+13,13.0,13,-1889.441604726847,2865.5459417070865,S+1:S+14,104.05690219551792,,,104.05690219551792
2013-05-10T00:00:00.000Z,2013-04-26,00:00:00.0,14078.0,13697.551935884296,InSample,D+14,14.0,14,11639.505796388372,16330.380882648691,S+1:S+14,13697.551935884296,,,380.44806411570426
2013-05-11T00:00:00.000Z,2013-05-10,00:00:00.0,10513.0,10437.543906912262,InSample,D+1,1.0,1,8734.012369281634,13004.51976078453,S+1:S+14,10437.543906912262,,,75.45609308773783
2013-05-12T00:00:00.000Z,2013-05-10,00:00:00.0,0.0,0.0,InSample,D+2,2.0,2,-1976.6176183904224,2777.5424068184216,S+1:S+14,0.0,,,0.0
2013-05-13T00:00:00.000Z,2013-05-10,00:00:00.0,16202.0,17438.142688667856,InSample,D+3,3.0,3,15537.264073666362,20104.86180611469,S+1:S+14,17438.142688667856,,,1236.1426886678564
2013-05-14T00:00:00.000Z,2013-05-10,00:00:00.0,15686.0,16007.117637836787,InSample,D+4,4.0,4,13990.661045416877,18759.215496165903,S+1:S+14,16007.117637836787,,,321.11763783678725
2013-05-15T00:00:00.000Z,2013-05-10,00:00:00.0,14411.0,14098.838615244254,InSample,D+5,5.0,5,12174.145206763576,16660.750712697194,S+1:S+14,14098.838615244254,,,312.16138475574553
2013-05-16T00:00:00.000Z,2013-05-10,00:00:00.0,12569.0,13543.58881380305,InSample,D+6,6.0,6,11551.54436232063,16118.694896718767,S+1:S+14,13543.58881380305,,,974.5888138030496
2013-05-17T00:00:00.000Z,2013-05-10,00:00:00.0,12738.0,12846.127833658058,InSample,D+7,7.0,7,10775.269420584526,15426.13094370837,S+1:S+14,12846.127833658058,,,108.12783365805808
2013-05-18T00:00:00.000Z,2013-05-10,00:00:00.0,9479.0,10440.191160588514,InSample,D+8,8.0,8,8418.682049303943,13149.01348442108,S+1:S+14,10440.191160588514,,,961.1911605885143
2013-05-19T00:00:00.000Z,2013-05-10,00:00:00.0,0.0,126.21567005768031,InSample,D+9,9.0,9,-1879.5344608675623,2768.311883242735,S+1:S+14,126.21567005768031,,,126.21567005768031
2013-05-20T00:00:00.000Z,2013-05-10,00:00:00.0,0.0,0.0,InSample,D+10,10.0,10,-1975.698455520612,2680.426144105248,S+1:S+14,0.0,,,0.0
2013-05-21T00:00:00.000Z,2013-05-10,00:00:00.0,11755.0,11999.900920508955,InSample,D+11,11.0,11,9771.708031516608,14855.303513569048,S+1:S+14,11999.900920508955,,,244.9009205089551
2013-05-22T00:00:00.000Z,2013-05-10,00:00:00.0,10814.0,10638.197084695888,InSample,D+12,12.0,12,8626.342296894953,13430.487933901875,S+1:S+14,10638.197084695888,,,175.8029153041116
2013-05-23T00:00:00.000Z,2013-05-10,00:00:00.0,10443.0,10596.110037666596,InSample,D+13,13.0,13,8602.61153074423,13357.599077178163,S+1:S+14,10596.110037666596,,,153.11003766659633
2013-05-24T00:00:00.000Z,2013-05-10,00:00:00.0,10264.0,10899.034555225177,InSample,D+14,14.0,14,8840.98841572925,13531.863501989572,S+1:S+14,10899.034555225177,,,635.0345552251765
2013-05-25T00:00:00.000Z,2013-05-24,00:00:00.0,9757.0,10166.89879041639,InSample,D+1,1.0,1,8463.367252785762,12733.874644288657,S+1:S+14,10166.89879041639,,,409.8987904163896
2013-05-26T00:00:00.000Z,2013-05-24,00:00:00.0,0.0,0.0,InSample,D+2,2.0,2,-1976.6176183904224,2777.5424068184216,S+1:S+14,0.0,,,0.0
2013-05-27T00:00:00.000Z,2013-05-24,00:00:00.0,15845.0,17268.08211125798,InSample,D+3,3.0,3,15367.203496256485,19934.80122870481,S+1:S+14,17268.08211125798,,,1423.0821112579797
2013-05-28T00:00:00.000Z,2013-05-24,00:00:00.0,14178.0,15450.336741161942,InSample,D+4,4.0,4,13433.88014874203,18202.43459949105,S+1:S+14,15450.336741161942,,,1272.336741161942
2013-05-29T00:00:00.000Z,2013-05-24,00:00:00.0,16025.0,14058.717127851738,InSample,D+5,5.0,5,12134.023719371058,16620.629225304678,S+1:S+14,14058.717127851738,,,1966.282872148262
2013-05-30T00:00:00.000Z,2013-05-24,00:00:00.0,0.0,0.0,InSample,D+6,6.0,6,-1992.04445148242,2575.106082915719,S+1:S+14,0.0,,,0.0
2013-05-31T00:00:00.000Z,2013-05-24,00:00:00.0,18630.0,14934.183265446896,InSample,D+7,7.0,7,12863.324852373364,17514.186375497207,S+1:S+14,14934.183265446896,,,3695.8167345531037
2013-06-01T00:00:00.000Z,2013-05-24,00:00:00.0,11057.0,10270.369758753835,InSample,D+8,8.0,8,8248.860647469264,12979.192082586402,S+1:S+14,10270.369758753835,,,786.6302412461646
2013-06-02T00:00:00.000Z,2013-05-24,00:00:00.0,0.0,74.53905621701608,InSample,D+9,9.0,9,-1931.2110747082263,2716.6352694020707,S+1:S+14,74.53905621701608,,,74.53905621701608
2013-06-03T00:00:00.000Z,2013-05-24,00:00:00.0,17990.0,16042.331347246796,InSample,D+10,10.0,10,14066.632891726184,18722.757491352044,S+1:S+14,16042.331347246796,,,1947.6686527532038
2013-06-04T00:00:00.000Z,2013-05-24,00:00:00.0,15057.0,14404.503055583278,InSample,D+11,11.0,11,12176.31016659093,17259.90564864337,S+1:S+14,14404.503055583278,,,652.4969444167218
2013-06-05T00:00:00.000Z,2013-05-24,00:00:00.0,14523.0,14494.325842576767,InSample,D+12,12.0,12,12482.471054775831,17286.616691782754,S+1:S+14,14494.325842576767,,,28.674157423232828
2013-06-06T00:00:00.000Z,2013-05-24,00:00:00.0,12926.0,13901.171357373318,InSample,D+13,13.0,13,11907.672850450952,16662.660396884887,S+1:S+14,13901.171357373318,,,975.1713573733177
2013-06-07T00:00:00.000Z,2013-05-24,00:00:00.0,12662.0,12706.184452288677,InSample,D+14,14.0,14,10648.138312792751,15339.013399053074,S+1:S+14,12706.184452288677,,,44.184452288676766
2013-06-08T00:00:00.000Z,2013-06-07,00:00:00.0,10145.0,11840.519755893458,InSample,D+1,1.0,1,10136.98821826283,14407.495609765723,S+1:S+14,11840.519755893458,,,1695.5197558934578
2013-06-09T00:00:00.000Z,2013-06-07,00:00:00.0,0.0,0.0,InSample,D+2,2.0,2,-1976.6176183904224,2777.5424068184216,S+1:S+14,0.0,,,0.0
