date_time,traffic_volume,holiday,temp,rain_1h,snow_1h,clouds_all,Clear,Clouds,Drizzle,Fog,Haze,Mist,Rain,Smoke,Snow,Squall,Thunderstorm
2016-01-05 10:00:00,4166,0,269.51,0,0,75,0,1,0,0,0,0,0,0,0,0,0
2016-01-05 12:00:00,4671,0,271.28,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-05 13:00:00,4708,0,271.83,0,0,40,0,1,0,0,0,0,0,0,0,0,0
2016-01-05 14:00:00,5188,0,271.9,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-05 16:00:00,6487,0,271.52,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-05 18:00:00,4306,0,270.18,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-05 20:00:00,2492,0,269.28,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-05 22:00:00,1432,0,269.59,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-05 23:00:00,972,0,270.24,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-06 00:00:00,757,0,270.7,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-06 01:00:00,555,0,270.72,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-06 02:00:00,426,0,270.85,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-06 03:00:00,475,0,270.59,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-06 04:00:00,1007,0,269.84,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-06 05:00:00,2772,0,269.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-06 06:00:00,5765,0,269.53,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-06 07:00:00,6716,0,269.64,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-06 09:00:00,5104,0,269.84,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-06 11:00:00,4568,0,271.66,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-06 12:00:00,4699,0,272.56,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-06 13:00:00,4889,0,273.2,0.25,0,90,0,0,0,0,0,0,1,0,0,0,0
2016-01-06 15:00:00,5623,0,273.41,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-06 17:00:00,6071,0,273.26,0,0,90,0,0,0,0,1,0,0,0,0,0,0
2016-01-06 19:00:00,2815,0,272.65,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-06 21:00:00,2077,0,272.47,0,0.25,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-06 23:00:00,926,0,272.39,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-07 00:00:00,558,0,272.54,0,0,75,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 01:00:00,323,0,272.49,0,0,75,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 02:00:00,315,0,272.54,0,0,40,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 03:00:00,524,0,272.49,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 04:00:00,1081,0,272.49,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-07 05:00:00,2842,0,272.54,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 07:00:00,6270,0,272.59,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 09:00:00,4839,0,272.68,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 11:00:00,4517,0,273.35,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 12:00:00,4879,0,273.74,0,0.06,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-07 13:00:00,4738,0,273.74,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 15:00:00,5811,0,273.8,0,0.06,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-07 16:00:00,6438,0,273.74,0,0.13,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-07 19:00:00,3099,0,273.68,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 21:00:00,2910,0,273.54,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-07 23:00:00,1241,0,273.52,0,0.1,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 00:00:00,628,0,273.35,0,0.06,75,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 01:00:00,359,0,273.28,0,0.17,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 03:00:00,401,0,273.22,0,0.08,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 04:00:00,815,0,273.02,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 05:00:00,2547,0,273.08,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 07:00:00,5960,0,272.91,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-08 09:00:00,4749,0,272.98,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-08 10:00:00,4428,0,273.71,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-08 12:00:00,4879,0,273.92,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-08 13:00:00,4933,0,273.8,0,0.25,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 15:00:00,5548,0,273.67,0,0.13,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 17:00:00,5982,0,272.56,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 19:00:00,3233,0,271.33,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 21:00:00,2506,0,270.15,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-08 23:00:00,1514,0,268.64,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-09 00:00:00,1107,0,266.47,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-09 01:00:00,690,0,264.72,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-09 02:00:00,480,0,263.8,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-09 04:00:00,273,0,261.09,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-09 06:00:00,850,0,259.73,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-09 08:00:00,1885,0,258.9,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-09 10:00:00,3908,0,259.09,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-09 12:00:00,4984,0,258.99,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-09 14:00:00,4570,0,258.46,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-09 16:00:00,4237,0,257.36,0,0,75,0,1,0,0,0,0,0,0,0,0,0
2016-01-09 18:00:00,3861,0,256.33,0,0,40,0,1,0,0,0,0,0,0,0,0,0
2016-01-09 20:00:00,2491,0,255.2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-09 22:00:00,2172,0,253.62,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 00:00:00,1107,0,251.95,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 02:00:00,480,0,251.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 04:00:00,273,0,250.29,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 06:00:00,748,0,249.48,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 08:00:00,1721,0,249.22,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 09:00:00,2779,0,250.36,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 10:00:00,3919,0,251.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 11:00:00,3973,0,252.44,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 12:00:00,3393,0,253.08,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 13:00:00,3258,0,254.28,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 15:00:00,3601,0,254.82,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 17:00:00,3240,0,254.65,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 19:00:00,2501,0,251.83,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 21:00:00,2941,0,249.87,0,0,5,1,0,0,0,0,0,0,0,0,0,0
2016-01-10 23:00:00,805,0,248.88,0,0,75,0,1,0,0,0,0,0,0,0,0,0
2016-01-11 00:00:00,483,0,248.08,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-11 01:00:00,269,0,248.22,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-11 03:00:00,284,0,248.51,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2016-01-11 04:00:00,830,0,248.22,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-11 06:00:00,4873,0,248.42,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-01-11 08:00:00,5494,0,248.61,0,0,75,0,0,0,0,1,0,0,0,0,0,0
2016-01-11 10:00:00,3921,0,250.99,0,0,40,0,0,0,0,1,0,0,0,0,0,0
2016-01-11 11:00:00,4135,0,255.21,0,0,40,0,0,0,0,0,0,0,0,1,0,0
2016-01-11 13:00:00,4477,0,256.35,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-01-11 15:00:00,5540,0,257.75,0,0,90,0,0,0,0,1,0,0,0,0,0,0
2016-01-11 17:00:00,5310,0,257.93,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-11 19:00:00,2535,0,258.08,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-11 21:00:00,1963,0,258.3,0,0,40,0,0,0,0,0,0,0,0,1,0,0
2016-01-11 22:00:00,1215,0,256.65,0,0,90,0,0,0,0,1,0,0,0,0,0,0
2016-01-12 00:00:00,484,0,256.36,0,0,20,0,0,0,0,0,0,0,0,1,0,0
2016-01-12 01:00:00,326,0,255.55,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-01-12 03:00:00,331,0,254.95,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-01-12 04:00:00,863,0,253.69,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 05:00:00,2577,0,253.29,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 06:00:00,5285,0,252.35,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 08:00:00,5207,0,251.95,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 10:00:00,4070,0,252.36,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 11:00:00,4221,0,254.42,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 13:00:00,4636,0,255.48,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 15:00:00,5638,0,256.86,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 17:00:00,6062,0,256.44,0,0,5,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 19:00:00,2972,0,254.29,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 21:00:00,3424,0,253.44,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-12 23:00:00,1049,0,252.72,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-13 00:00:00,655,0,252.14,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-13 02:00:00,486,0,251.51,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2016-01-13 04:00:00,948,0,252.72,0,0,40,0,1,0,0,0,0,0,0,0,0,0
2016-01-13 06:00:00,5587,0,254.61,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-13 08:00:00,6191,0,254.96,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-13 10:00:00,4222,0,258.14,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-13 12:00:00,4639,0,262.14,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-13 14:00:00,5167,0,265.65,0,0,75,0,1,0,0,0,0,0,0,0,0,0
2016-01-13 16:00:00,6636,0,266.94,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-01-13 18:00:00,4648,0,265.52,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-01-13 20:00:00,2702,0,263.62,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-01-13 22:00:00,1587,0,263.22,0,0,75,0,0,0,0,1,0,0,0,0,0,0
2016-01-13 23:00:00,1049,0,263.08,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-01-14 01:00:00,351,0,264.22,0,0,40,0,0,0,0,0,1,0,0,0,0,0
2016-01-14 04:00:00,835,0,265.08,0,0,75,0,0,0,0,1,0,0,0,0,0,0
2016-01-14 06:00:00,5136,0,265.15,0,0,90,0,0,0,0,1,0,0,0,0,0,0
2016-01-14 08:00:00,5714,0,265.65,0,0,40,0,0,0,0,1,0,0,0,0,0,0
2016-01-14 10:00:00,4297,0,266.08,0,0,90,0,0,0,0,1,0,0,0,0,0,0
2016-01-14 12:00:00,4754,0,268.08,0,0,90,0,0,0,0,1,0,0,0,0,0,0
2016-01-14 14:00:00,5462,0,269.51,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-14 16:00:00,6713,0,269.58,0,0,90,0,0,0,0,1,0,0,0,0,0,0
2016-01-14 18:00:00,4437,0,269.15,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-14 20:00:00,2826,0,269.22,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-14 22:00:00,1871,0,268.94,0,0,75,0,0,0,0,0,1,0,0,0,0,0
2016-01-15 00:00:00,753,0,268.58,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-15 01:00:00,481,0,268.29,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-15 04:00:00,829,0,267.58,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-15 06:00:00,5394,0,267.22,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-15 08:00:00,5502,0,267.01,0,0,90,0,0,0,0,0,1,0,0,0,0,0
2016-01-15 10:00:00,4447,0,266.63,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-15 12:00:00,5154,0,266.02,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-15 14:00:00,5563,0,267.01,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-15 16:00:00,6483,0,266.79,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-15 18:00:00,4799,0,265.82,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-15 20:00:00,2942,0,265.09,0,0,40,0,1,0,0,0,0,0,0,0,0,0
2016-01-15 22:00:00,3324,0,262.86,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-15 23:00:00,1700,0,262.01,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-16 00:00:00,1467,0,261.73,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-16 01:00:00,1033,0,261.28,0,0,75,0,1,0,0,0,0,0,0,0,0,0
2016-01-16 02:00:00,738,0,259.8,0,0,40,0,1,0,0,0,0,0,0,0,0,0
2016-01-16 05:00:00,688,0,257.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-16 06:00:00,1211,0,255.22,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-16 07:00:00,1870,0,254.68,0,0,40,0,1,0,0,0,0,0,0,0,0,0
2016-01-16 08:00:00,2603,0,254.51,0,0,40,0,1,0,0,0,0,0,0,0,0,0
2016-01-16 10:00:00,3746,0,255.22,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-16 11:00:00,4207,0,255.35,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-16 12:00:00,4601,0,255.51,0,0,90,0,0,0,0,0,0,0,0,1,0,0
2016-01-16 14:00:00,4632,0,255.87,0,0,75,0,0,0,0,1,0,0,0,0,0,0
2016-01-16 16:00:00,4636,0,255.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-16 18:00:00,3917,0,253.46,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-16 20:00:00,2683,0,252.22,0,0,5,1,0,0,0,0,0,0,0,0,0,0
2016-01-16 22:00:00,2349,0,251.35,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-16 23:00:00,2082,0,250.35,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 00:00:00,1065,0,250.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 02:00:00,644,0,248.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 03:00:00,343,0,248.41,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 04:00:00,466,0,248.28,0,0,90,0,0,0,0,1,0,0,0,0,0,0
2016-01-17 06:00:00,929,0,247.68,0,0,40,0,1,0,0,0,0,0,0,0,0,0
2016-01-17 07:00:00,1430,0,247.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 08:00:00,1988,0,247.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 09:00:00,2524,0,248.68,0,0,5,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 10:00:00,2857,0,249.29,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 11:00:00,3172,0,251.15,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 13:00:00,3954,0,252.88,0,0,5,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 14:00:00,3746,0,253.44,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 16:00:00,3749,0,253.87,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 18:00:00,2891,0,252.87,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 20:00:00,2084,0,251.54,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 22:00:00,1284,0,250.87,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-17 23:00:00,977,0,249.93,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-18 01:00:00,335,0,249.35,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-18 02:00:00,263,0,248.62,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-18 05:00:00,2124,0,248.08,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-18 06:00:00,4199,0,248.28,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-18 07:00:00,4193,0,248.68,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-18 08:00:00,3497,0,249.65,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-18 09:00:00,3709,0,250.41,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-18 11:00:00,3919,0,252.14,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-18 12:00:00,4133,0,254.54,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-18 14:00:00,4738,0,255.55,0,0,90,0,1,0,0,0,0,0,0,0,0,0
2016-01-18 16:00:00,4883,0,256.15,0,0,75,0,1,0,0,0,0,0,0,0,0,0
2016-01-18 18:00:00,3669,0,254.51,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-18 20:00:00,2141,0,252.09,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-18 22:00:00,1416,0,251.22,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-19 00:00:00,775,0,250.75,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2016-01-19 02:00:00,520,0,250.69,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-19 04:00:00,1144,0,250.36,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-19 06:00:00,5669,0,249.75,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-19 08:00:00,5883,0,249.49,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2016-01-19 10:00:00,4416,0,251.88,0,0,1,1,0,0,0,0,0,0,0,0,0,0
