timestamp,_automl_dummy_grain_col,predicted,P_Forecast_Total_Load,P_Forecast_Zonal_Load,Price,datetime_from,sample,MAE
2013-01-02 08:00:00,_automl_dummy_grain_col,71.16860168637305,18678,5992,122.05,2013-01-02,9,50.881398313626946
2013-01-02 09:00:00,_automl_dummy_grain_col,74.38630594938269,19045,6223,144.23,2013-01-02,10,69.8436940506173
2013-01-02 10:00:00,_automl_dummy_grain_col,75.21511887177806,19283,6354,138.52,2013-01-02,11,63.30488112822195
2013-01-02 11:00:00,_automl_dummy_grain_col,73.74558907593554,19329,6405,137.25,2013-01-02,12,63.50441092406446
2013-01-02 12:00:00,_automl_dummy_grain_col,71.03481824176899,19211,6418,134.76,2013-01-02,13,63.725181758231
2013-01-02 13:00:00,_automl_dummy_grain_col,68.86158508736453,19162,6411,134.34,2013-01-02,14,65.47841491263547
2013-01-02 14:00:00,_automl_dummy_grain_col,66.84643343746843,19105,6409,121.36,2013-01-02,15,54.513566562531565
2013-01-02 15:00:00,_automl_dummy_grain_col,68.41776519002609,19202,6441,127.97,2013-01-02,16,59.55223480997391
2013-01-02 16:00:00,_automl_dummy_grain_col,74.88521708828021,19901,6571,144.73,2013-01-02,17,69.84478291171978
2013-01-02 17:00:00,_automl_dummy_grain_col,89.73101587211674,21393,6786,177.56,2013-01-02,18,87.82898412788326
2013-01-02 18:00:00,_automl_dummy_grain_col,88.59974115775252,21550,6718,164.82,2013-01-02,19,76.22025884224747
2013-01-02 19:00:00,_automl_dummy_grain_col,85.22796340942746,21254,6578,141.55,2013-01-02,20,56.32203659057255
2013-01-02 20:00:00,_automl_dummy_grain_col,82.36579560668606,20663,6376,126.86,2013-01-02,21,44.494204393313936
2013-01-02 21:00:00,_automl_dummy_grain_col,76.25328597142038,19750,6149,108.86,2013-01-02,22,32.60671402857962
2013-01-02 22:00:00,_automl_dummy_grain_col,70.23646887953453,18437,5828,99.11,2013-01-02,23,28.873531120465472
2013-01-02 23:00:00,_automl_dummy_grain_col,63.158058351004165,17121,5436,68.28,2013-01-02,24,5.121941648995836
2013-01-03 00:00:00,_automl_dummy_grain_col,64.43022582475868,16152,5022,72.68,2013-01-03,1,8.249774175241328
2013-01-03 01:00:00,_automl_dummy_grain_col,59.049595070950126,15632,4818,60.45,2013-01-03,2,1.400404929049877
2013-01-03 02:00:00,_automl_dummy_grain_col,54.52721283537057,15343,4694,55.89,2013-01-03,3,1.362787164629431
2013-01-03 03:00:00,_automl_dummy_grain_col,53.28074233377297,15244,4638,58.35,2013-01-03,4,5.069257666227031
2013-01-03 04:00:00,_automl_dummy_grain_col,53.87127990860922,15510,4672,61.06,2013-01-03,5,7.188720091390785
2013-01-03 05:00:00,_automl_dummy_grain_col,57.52764563833453,16308,4878,59.86,2013-01-03,6,2.332354361665466
2013-01-03 06:00:00,_automl_dummy_grain_col,66.43970975658222,17927,5347,99.07,2013-01-03,7,32.630290243417775
2013-01-03 07:00:00,_automl_dummy_grain_col,72.42231456281827,19278,5869,120.22,2013-01-03,8,47.79768543718173
2013-01-03 08:00:00,_automl_dummy_grain_col,73.4693053161445,19641,6191,120.61,2013-01-03,9,47.1406946838555
2013-01-03 09:00:00,_automl_dummy_grain_col,76.49026687556459,19939,6417,136.39,2013-01-03,10,59.8997331244354
2013-01-03 10:00:00,_automl_dummy_grain_col,77.10143968568364,20099,6541,128.63,2013-01-03,11,51.52856031431635
2013-01-03 11:00:00,_automl_dummy_grain_col,75.50427287058622,20088,6578,122.67,2013-01-03,12,47.16572712941378
2013-01-03 12:00:00,_automl_dummy_grain_col,72.71966236415481,19936,6582,119.6,2013-01-03,13,46.88033763584518
2013-01-03 13:00:00,_automl_dummy_grain_col,70.485134190077,19865,6573,119.32,2013-01-03,14,48.83486580992299
2013-01-03 14:00:00,_automl_dummy_grain_col,68.39400509796249,19779,6567,118.96,2013-01-03,15,50.5659949020375
2013-01-03 15:00:00,_automl_dummy_grain_col,69.8663241981451,19843,6598,119.13,2013-01-03,16,49.2636758018549
2013-01-03 16:00:00,_automl_dummy_grain_col,76.22318852739872,20503,6725,135.91,2013-01-03,17,59.68681147260128
2013-01-03 17:00:00,_automl_dummy_grain_col,90.87823044125751,21912,6921,176.33,2013-01-03,18,85.4517695587425
2013-01-03 18:00:00,_automl_dummy_grain_col,89.5767524303371,21971,6815,153.95,2013-01-03,19,64.3732475696629
2013-01-03 19:00:00,_automl_dummy_grain_col,86.0254488656959,21574,6637,137.84,2013-01-03,20,51.8145511343041
2013-01-03 20:00:00,_automl_dummy_grain_col,83.0439968426581,20923,6416,129.55,2013-01-03,21,46.50600315734191
2013-01-03 21:00:00,_automl_dummy_grain_col,76.71148011206735,19921,6173,110.13,2013-01-03,22,33.418519887932646
2013-01-03 22:00:00,_automl_dummy_grain_col,70.45698061627013,18519,5841,103.64,2013-01-03,23,33.18301938372987
2013-01-03 23:00:00,_automl_dummy_grain_col,63.1652055604793,17115,5432,65.91,2013-01-03,24,2.744794439520696
2013-01-04 00:00:00,_automl_dummy_grain_col,65.39141755873854,16610,5156,47.38,2013-01-04,1,18.011417558738536
2013-01-04 01:00:00,_automl_dummy_grain_col,59.602160613803974,15913,4912,45.48,2013-01-04,2,14.122160613803977
2013-01-04 02:00:00,_automl_dummy_grain_col,54.8630771032444,15519,4757,44.92,2013-01-04,3,9.943077103244399
2013-01-04 03:00:00,_automl_dummy_grain_col,53.44577743511193,15340,4679,44.19,2013-01-04,4,9.25577743511193
2013-01-04 04:00:00,_automl_dummy_grain_col,53.94157790704036,15563,4702,44.23,2013-01-04,5,9.711577907040365
2013-01-04 05:00:00,_automl_dummy_grain_col,57.347945827033435,16276,4904,45.74,2013-01-04,6,11.607945827033433
2013-01-04 06:00:00,_automl_dummy_grain_col,66.09208997120415,17833,5366,68.4,2013-01-04,7,2.3079100287958596
2013-01-04 07:00:00,_automl_dummy_grain_col,72.17724249349861,19217,5888,79.74,2013-01-04,8,7.562757506501384
2013-01-04 08:00:00,_automl_dummy_grain_col,73.46265614066688,19659,6212,85.34,2013-01-04,9,11.877343859333124
2013-01-04 09:00:00,_automl_dummy_grain_col,76.67371777514366,20025,6444,91.87,2013-01-04,10,15.196282224856347
2013-01-04 10:00:00,_automl_dummy_grain_col,77.41680314621225,20232,6572,94.14,2013-01-04,11,16.723196853787755
2013-01-04 11:00:00,_automl_dummy_grain_col,75.91651120975675,20259,6615,95.29,2013-01-04,12,19.373488790243258
2013-01-04 12:00:00,_automl_dummy_grain_col,73.17894085667704,20121,6618,72.21,2013-01-04,13,0.968940856677051
2013-01-04 13:00:00,_automl_dummy_grain_col,70.93357825645275,20034,6598,69.71,2013-01-04,14,1.223578256452754
2013-01-04 14:00:00,_automl_dummy_grain_col,68.74759744088311,19897,6574,68.83,2013-01-04,15,0.08240255911688621
2013-01-04 15:00:00,_automl_dummy_grain_col,70.08133048487885,19880,6573,73.66,2013-01-04,16,3.578669515121149
2013-01-04 16:00:00,_automl_dummy_grain_col,76.1319180249362,20413,6675,91.74,2013-01-04,17,15.608081975063797
2013-01-04 17:00:00,_automl_dummy_grain_col,90.30024945579217,21654,6861,107.8,2013-01-04,18,17.499750544207828
2013-01-04 18:00:00,_automl_dummy_grain_col,88.65780083497576,21601,6753,89.62,2013-01-04,19,0.962199165024245
2013-01-04 19:00:00,_automl_dummy_grain_col,84.85467461948069,21115,6568,84.0,2013-01-04,20,0.85467461948069
2013-01-04 20:00:00,_automl_dummy_grain_col,82.04328034624643,20521,6349,68.18,2013-01-04,21,13.863280346246427
2013-01-04 21:00:00,_automl_dummy_grain_col,76.31450592308808,19744,6133,62.79,2013-01-04,22,13.524505923088078
2013-01-04 22:00:00,_automl_dummy_grain_col,70.62532153825931,18599,5867,60.78,2013-01-04,23,9.845321538259313
2013-01-04 23:00:00,_automl_dummy_grain_col,63.515981491922986,17314,5511,48.02,2013-01-04,24,15.495981491922983
2013-01-05 00:00:00,_automl_dummy_grain_col,64.50166342119724,16304,5142,46.11,2013-01-05,1,18.391663421197237
2013-01-05 01:00:00,_automl_dummy_grain_col,58.767204476212804,15669,4937,43.63,2013-01-05,2,15.137204476212801
2013-01-05 02:00:00,_automl_dummy_grain_col,53.963520124379656,15269,4795,39.81,2013-01-05,3,14.153520124379654
2013-01-05 03:00:00,_automl_dummy_grain_col,52.400053027995895,15035,4710,38.17,2013-01-05,4,14.230053027995893
2013-01-05 04:00:00,_automl_dummy_grain_col,51.73876762556837,14748,4612,39.38,2013-01-05,5,12.358767625568369
2013-01-05 05:00:00,_automl_dummy_grain_col,54.184553985967305,14880,4575,38.08,2013-01-05,6,16.104553985967307
2013-01-05 06:00:00,_automl_dummy_grain_col,61.45956076071359,15582,4701,40.05,2013-01-05,7,21.409560760713596
2013-01-05 07:00:00,_automl_dummy_grain_col,67.50697747437647,16707,5006,40.76,2013-01-05,8,26.74697747437647
2013-01-05 08:00:00,_automl_dummy_grain_col,69.73262108589513,17389,5275,45.41,2013-01-05,9,24.322621085895136
2013-01-05 09:00:00,_automl_dummy_grain_col,73.53145993992418,17976,5535,48.13,2013-01-05,10,25.401459939924173
2013-01-05 10:00:00,_automl_dummy_grain_col,74.47325834293595,18297,5707,47.99,2013-01-05,11,26.483258342935947
2013-01-05 11:00:00,_automl_dummy_grain_col,73.09632786454023,18391,5774,49.0,2013-01-05,12,24.09632786454023
2013-01-05 12:00:00,_automl_dummy_grain_col,70.36990487221567,18260,5780,45.8,2013-01-05,13,24.569904872215673
2013-01-05 13:00:00,_automl_dummy_grain_col,67.99841716899222,18129,5757,42.86,2013-01-05,14,25.13841716899222
2013-01-05 14:00:00,_automl_dummy_grain_col,65.8845348732238,17997,5717,40.12,2013-01-05,15,25.764534873223802
2013-01-05 15:00:00,_automl_dummy_grain_col,67.34801177544708,17999,5696,39.49,2013-01-05,16,27.858011775447075
2013-01-05 16:00:00,_automl_dummy_grain_col,73.57883469523827,18590,5798,44.79,2013-01-05,17,28.788834695238272
2013-01-05 17:00:00,_automl_dummy_grain_col,88.05718537851554,20065,6102,64.22,2013-01-05,18,23.837185378515542
2013-01-05 18:00:00,_automl_dummy_grain_col,86.68493152768723,20273,6147,58.0,2013-01-05,19,28.684931527687226
2013-01-05 19:00:00,_automl_dummy_grain_col,83.07105936441961,19981,6079,53.87,2013-01-05,20,29.201059364419613
2013-01-05 20:00:00,_automl_dummy_grain_col,80.4721526687488,19568,5959,51.03,2013-01-05,21,29.442152668748804
2013-01-05 21:00:00,_automl_dummy_grain_col,75.11862420850245,19013,5832,46.05,2013-01-05,22,29.068624208502456
2013-01-05 22:00:00,_automl_dummy_grain_col,69.97186527091388,18162,5671,40.73,2013-01-05,23,29.241865270913884
2013-01-05 23:00:00,_automl_dummy_grain_col,63.326835452994914,17147,5421,37.66,2013-01-05,24,25.666835452994917
2013-01-06 00:00:00,_automl_dummy_grain_col,63.75305158324884,15949,5045,40.28,2013-01-06,1,23.47305158324884
2013-01-06 01:00:00,_automl_dummy_grain_col,58.07270291499909,15328,4837,37.5,2013-01-06,2,20.57270291499909
2013-01-06 02:00:00,_automl_dummy_grain_col,53.24050882856135,14912,4689,34.82,2013-01-06,3,18.420508828561353
2013-01-06 03:00:00,_automl_dummy_grain_col,51.66418415084459,14675,4605,34.23,2013-01-06,4,17.434184150844594
2013-01-06 04:00:00,_automl_dummy_grain_col,50.851058482751874,14338,4506,34.77,2013-01-06,5,16.08105848275187
2013-01-06 05:00:00,_automl_dummy_grain_col,52.86122082387228,14290,4434,34.35,2013-01-06,6,18.51122082387228
2013-01-06 06:00:00,_automl_dummy_grain_col,59.89335267879921,14849,4503,36.57,2013-01-06,7,23.32335267879921
2013-01-06 07:00:00,_automl_dummy_grain_col,65.84694016636931,15871,4744,36.78,2013-01-06,8,29.066940166369307
2013-01-06 08:00:00,_automl_dummy_grain_col,67.86765573285051,16437,4969,38.47,2013-01-06,9,29.39765573285051
2013-01-06 09:00:00,_automl_dummy_grain_col,71.51100463898686,16966,5222,41.55,2013-01-06,10,29.961004638986864
2013-01-06 10:00:00,_automl_dummy_grain_col,72.47435727375594,17311,5409,42.1,2013-01-06,11,30.37435727375594
2013-01-06 11:00:00,_automl_dummy_grain_col,71.20858746830324,17484,5514,42.65,2013-01-06,12,28.558587468303237
2013-01-06 12:00:00,_automl_dummy_grain_col,68.60641197132654,17451,5571,40.34,2013-01-06,13,28.266411971326534
2013-01-06 13:00:00,_automl_dummy_grain_col,66.29667777090049,17374,5578,38.51,2013-01-06,14,27.78667777090049
2013-01-06 14:00:00,_automl_dummy_grain_col,64.25429905271535,17298,5567,38.08,2013-01-06,15,26.174299052715355
2013-01-06 15:00:00,_automl_dummy_grain_col,65.83534995504859,17364,5569,38.7,2013-01-06,16,27.135349955048582
2013-01-06 16:00:00,_automl_dummy_grain_col,72.27289483399184,18042,5689,41.53,2013-01-06,17,30.74289483399184
2013-01-06 17:00:00,_automl_dummy_grain_col,86.99796843338865,19651,6041,59.7,2013-01-06,18,27.297968433388647
2013-01-06 18:00:00,_automl_dummy_grain_col,85.84432439222056,19943,6098,58.32,2013-01-06,19,27.524324392220556
2013-01-06 19:00:00,_automl_dummy_grain_col,82.42186589644115,19749,6062,51.64,2013-01-06,20,30.781865896441147
2013-01-06 20:00:00,_automl_dummy_grain_col,79.73780478556345,19345,5974,47.5,2013-01-06,21,32.237804785563455
2013-01-06 21:00:00,_automl_dummy_grain_col,74.01747593221918,18664,5840,47.45,2013-01-06,22,26.567475932219182
2013-01-06 22:00:00,_automl_dummy_grain_col,68.51822423537257,17637,5624,38.92,2013-01-06,23,29.59822423537257
2013-01-06 23:00:00,_automl_dummy_grain_col,61.679612047243936,16496,5318,37.63,2013-01-06,24,24.049612047243933
2013-01-07 00:00:00,_automl_dummy_grain_col,62.63256145700657,15422,4902,36.46,2013-01-07,1,26.172561457006566
2013-01-07 01:00:00,_automl_dummy_grain_col,57.22618461358595,14863,4671,34.82,2013-01-07,2,22.40618461358595
2013-01-07 02:00:00,_automl_dummy_grain_col,52.70400069210876,14557,4532,35.1,2013-01-07,3,17.604000692108755
2013-01-07 03:00:00,_automl_dummy_grain_col,51.51871059064991,14472,4471,37.12,2013-01-07,4,14.398710590649912
2013-01-07 04:00:00,_automl_dummy_grain_col,52.20518424031351,14803,4535,37.53,2013-01-07,5,14.675184240313506
2013-01-07 05:00:00,_automl_dummy_grain_col,55.88030962986545,15615,4748,38.94,2013-01-07,6,16.940309629865453
2013-01-07 06:00:00,_automl_dummy_grain_col,65.33271418617286,17475,5276,42.96,2013-01-07,7,22.372714186172864
2013-01-07 07:00:00,_automl_dummy_grain_col,72.02081575960916,19152,5885,55.78,2013-01-07,8,16.240815759609163
2013-01-07 08:00:00,_automl_dummy_grain_col,73.19116797099666,19582,6231,52.02,2013-01-07,9,21.171167970996656
2013-01-07 09:00:00,_automl_dummy_grain_col,76.23966953419755,19890,6458,54.5,2013-01-07,10,21.739669534197546
2013-01-07 10:00:00,_automl_dummy_grain_col,76.91692416509676,20036,6551,55.42,2013-01-07,11,21.496924165096758
2013-01-07 11:00:00,_automl_dummy_grain_col,75.44448516702958,20064,6587,54.58,2013-01-07,12,20.864485167029585
2013-01-07 12:00:00,_automl_dummy_grain_col,72.81741869067662,19990,6615,52.94,2013-01-07,13,19.87741869067662
2013-01-07 13:00:00,_automl_dummy_grain_col,70.5491354997249,19907,6605,52.78,2013-01-07,14,17.769135499724896
2013-01-07 14:00:00,_automl_dummy_grain_col,68.38051705800468,19779,6584,51.93,2013-01-07,15,16.450517058004685
2013-01-07 15:00:00,_automl_dummy_grain_col,69.72508452814705,19778,6594,51.87,2013-01-07,16,17.855084528147053
2013-01-07 16:00:00,_automl_dummy_grain_col,75.85304679727422,20345,6704,58.17,2013-01-07,17,17.683046797274216
2013-01-07 17:00:00,_automl_dummy_grain_col,90.61882182893159,21834,6939,77.2,2013-01-07,18,13.418821828931584
2013-01-07 18:00:00,_automl_dummy_grain_col,89.54364962027172,21959,6827,70.94,2013-01-07,19,18.603649620271725
2013-01-07 19:00:00,_automl_dummy_grain_col,85.8908826909358,21543,6661,62.58,2013-01-07,20,23.3108826909358
2013-01-07 20:00:00,_automl_dummy_grain_col,82.85329723597691,20891,6455,61.18,2013-01-07,21,21.67329723597691
2013-01-07 21:00:00,_automl_dummy_grain_col,76.53651635219448,19877,6197,52.43,2013-01-07,22,24.106516352194483
2013-01-07 22:00:00,_automl_dummy_grain_col,70.41358555573852,18498,5848,51.43,2013-01-07,23,18.98358555573852
2013-01-07 23:00:00,_automl_dummy_grain_col,63.087367759858225,17034,5396,43.5,2013-01-07,24,19.587367759858225
2013-01-08 00:00:00,_automl_dummy_grain_col,63.87761155080989,15861,4939,38.13,2013-01-08,1,25.747611550809886
2013-01-08 01:00:00,_automl_dummy_grain_col,58.079657955451026,15143,4679,35.97,2013-01-08,2,22.109657955451027
2013-01-08 02:00:00,_automl_dummy_grain_col,53.323212071042015,14740,4521,34.11,2013-01-08,3,19.213212071042015
2013-01-08 03:00:00,_automl_dummy_grain_col,52.00760500867611,14596,4445,33.61,2013-01-08,4,18.39760500867611
2013-01-08 04:00:00,_automl_dummy_grain_col,52.750639645405265,14927,4493,33.34,2013-01-08,5,19.41063964540526
2013-01-08 05:00:00,_automl_dummy_grain_col,56.3016940141436,15715,4720,37.7,2013-01-08,6,18.601694014143597
2013-01-08 06:00:00,_automl_dummy_grain_col,65.53047271959315,17511,5255,43.28,2013-01-08,7,22.250472719593148
2013-01-08 07:00:00,_automl_dummy_grain_col,71.86921996731768,19046,5838,50.15,2013-01-08,8,21.719219967317677
2013-01-08 08:00:00,_automl_dummy_grain_col,72.86897225322129,19412,6176,45.56,2013-01-08,9,27.308972253221285
2013-01-08 09:00:00,_automl_dummy_grain_col,75.7498667769495,19649,6388,49.46,2013-01-08,10,26.289866776949502
2013-01-08 10:00:00,_automl_dummy_grain_col,76.23531111221521,19731,6479,49.83,2013-01-08,11,26.405311112215216
2013-01-08 11:00:00,_automl_dummy_grain_col,74.55937228207902,19681,6504,48.69,2013-01-08,12,25.869372282079027
2013-01-08 12:00:00,_automl_dummy_grain_col,71.77530395132818,19536,6514,44.87,2013-01-08,13,26.905303951328186
2013-01-08 13:00:00,_automl_dummy_grain_col,69.42385857335681,19416,6495,43.86,2013-01-08,14,25.56385857335681
2013-01-08 14:00:00,_automl_dummy_grain_col,67.19682337645813,19251,6458,42.31,2013-01-08,15,24.886823376458125
2013-01-08 15:00:00,_automl_dummy_grain_col,68.47955365026633,19221,6460,43.08,2013-01-08,16,25.399553650266327
2013-01-08 16:00:00,_automl_dummy_grain_col,74.53122554168439,19768,6574,51.49,2013-01-08,17,23.04122554168439
2013-01-08 17:00:00,_automl_dummy_grain_col,89.31704289859387,21268,6813,69.88,2013-01-08,18,19.437042898593873
2013-01-08 18:00:00,_automl_dummy_grain_col,88.28129854422194,21400,6696,62.73,2013-01-08,19,25.551298544221943
2013-01-08 19:00:00,_automl_dummy_grain_col,84.7260323627447,21004,6520,56.87,2013-01-08,20,27.856032362744706
2013-01-08 20:00:00,_automl_dummy_grain_col,81.76077466865887,20373,6312,53.62,2013-01-08,21,28.14077466865887
2013-01-08 21:00:00,_automl_dummy_grain_col,75.51321403920234,19379,6052,47.59,2013-01-08,22,27.923214039202335
2013-01-08 22:00:00,_automl_dummy_grain_col,69.42275559418701,18015,5707,39.15,2013-01-08,23,30.27275559418701
2013-01-08 23:00:00,_automl_dummy_grain_col,62.099645304853865,16552,5255,38.07,2013-01-08,24,24.029645304853865
2013-01-09 00:00:00,_automl_dummy_grain_col,63.172275563449574,15504,4828,31.25,2013-01-09,1,31.922275563449574
2013-01-09 01:00:00,_automl_dummy_grain_col,57.731173972330105,14927,4591,29.61,2013-01-09,2,28.121173972330105
2013-01-09 02:00:00,_automl_dummy_grain_col,53.10547260397261,14582,4447,28.16,2013-01-09,3,24.945472603972608
2013-01-09 03:00:00,_automl_dummy_grain_col,51.8263005098834,14452,4373,28.03,2013-01-09,4,23.7963005098834
2013-01-09 04:00:00,_automl_dummy_grain_col,52.42048776695861,14726,4413,28.24,2013-01-09,5,24.18048776695861
2013-01-09 05:00:00,_automl_dummy_grain_col,56.20471974726802,15597,4647,31.04,2013-01-09,6,25.164719747268023
2013-01-09 06:00:00,_automl_dummy_grain_col,65.20739096452968,17310,5173,37.89,2013-01-09,7,27.31739096452968
2013-01-09 07:00:00,_automl_dummy_grain_col,71.4474384924989,18803,5747,44.58,2013-01-09,8,26.867438492498906
2013-01-09 08:00:00,_automl_dummy_grain_col,72.57257539164867,19223,6097,41.91,2013-01-09,9,30.662575391648673
2013-01-09 09:00:00,_automl_dummy_grain_col,75.56020948934021,19508,6321,43.58,2013-01-09,10,31.98020948934021
2013-01-09 10:00:00,_automl_dummy_grain_col,76.10244405274331,19606,6410,44.99,2013-01-09,11,31.112444052743307
2013-01-09 11:00:00,_automl_dummy_grain_col,74.46080241516151,19575,6442,43.53,2013-01-09,12,30.93080241516151
2013-01-09 12:00:00,_automl_dummy_grain_col,71.74296145272534,19457,6457,42.04,2013-01-09,13,29.70296145272534
2013-01-09 13:00:00,_automl_dummy_grain_col,69.41423835140877,19350,6443,41.79,2013-01-09,14,27.62423835140877
2013-01-09 14:00:00,_automl_dummy_grain_col,67.16758838440244,19173,6401,41.36,2013-01-09,15,25.807588384402436
2013-01-09 15:00:00,_automl_dummy_grain_col,68.39426891982629,19117,6396,41.32,2013-01-09,16,27.074268919826288
2013-01-09 16:00:00,_automl_dummy_grain_col,74.33438351015603,19619,6502,47.36,2013-01-09,17,26.97438351015603
2013-01-09 17:00:00,_automl_dummy_grain_col,88.94532539013697,21065,6743,57.99,2013-01-09,18,30.95532539013697
2013-01-09 18:00:00,_automl_dummy_grain_col,87.83810838518092,21174,6626,53.52,2013-01-09,19,34.31810838518091
2013-01-09 19:00:00,_automl_dummy_grain_col,84.22454006906112,20749,6441,51.31,2013-01-09,20,32.91454006906112
2013-01-09 20:00:00,_automl_dummy_grain_col,81.21266977676824,20103,6233,47.18,2013-01-09,21,34.03266977676824
2013-01-09 21:00:00,_automl_dummy_grain_col,74.88174864621942,19089,5979,44.21,2013-01-09,22,30.67174864621942
2013-01-09 22:00:00,_automl_dummy_grain_col,68.8525852218579,17747,5636,44.57,2013-01-09,23,24.282585221857893
2013-01-09 23:00:00,_automl_dummy_grain_col,61.471402038954,16271,5189,32.51,2013-01-09,24,28.961402038954
2013-01-10 00:00:00,_automl_dummy_grain_col,62.60284568087347,15226,4748,31.61,2013-01-10,1,30.992845680873472
2013-01-10 01:00:00,_automl_dummy_grain_col,57.23966099450421,14690,4525,29.19,2013-01-10,2,28.04966099450421
2013-01-10 02:00:00,_automl_dummy_grain_col,52.68298156639997,14382,4394,27.63,2013-01-10,3,25.052981566399968
2013-01-10 03:00:00,_automl_dummy_grain_col,51.39856419004132,14256,4325,27.86,2013-01-10,4,23.53856419004132
2013-01-10 04:00:00,_automl_dummy_grain_col,51.84444624314293,14480,4363,28.02,2013-01-10,5,23.824446243142933
2013-01-10 05:00:00,_automl_dummy_grain_col,55.60735323276686,15343,4596,31.06,2013-01-10,6,24.547353232766863
2013-01-10 06:00:00,_automl_dummy_grain_col,64.53952153026923,17039,5127,37.51,2013-01-10,7,27.02952153026923
2013-01-10 07:00:00,_automl_dummy_grain_col,70.81868397791781,18548,5704,42.89,2013-01-10,8,27.928683977917814
2013-01-10 08:00:00,_automl_dummy_grain_col,72.10284588665188,19026,6060,37.43,2013-01-10,9,34.67284588665188
2013-01-10 09:00:00,_automl_dummy_grain_col,75.25529245187754,19372,6291,40.26,2013-01-10,10,34.99529245187754
2013-01-10 10:00:00,_automl_dummy_grain_col,76.01120447727996,19549,6389,39.18,2013-01-10,11,36.83120447727996
