date_time,_automl_dummy_grain_col,predicted,holiday,temp,rain_1h,snow_1h,clouds_all,Clear,Clouds,Drizzle,Fog,Haze,Mist,Rain,Smoke,Snow,Squall,Thunderstorm,traffic_volume,datetime_from,sample,MAE
2018-06-04 04:00:00,_automl_dummy_grain_col,814.3542811435157,0,284.69,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,928.0,2018-06-02,53,113.64571885648434
2018-06-04 05:00:00,_automl_dummy_grain_col,2756.0901951072615,0,284.22,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,3021.0,2018-06-02,54,264.9098048927385
2018-06-04 06:00:00,_automl_dummy_grain_col,5465.289631344952,0,283.09,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,5765.0,2018-06-02,55,299.7103686550481
2018-06-04 07:00:00,_automl_dummy_grain_col,6075.688372641485,0,285.36,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,6081.0,2018-06-02,56,5.31162735851467
2018-06-04 08:00:00,_automl_dummy_grain_col,5616.057540665244,0,288.34,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,5546.0,2018-06-02,57,70.05754066524423
2018-06-04 09:00:00,_automl_dummy_grain_col,4783.785179906656,0,290.94,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,5108.0,2018-06-02,58,324.2148200933443
2018-06-04 10:00:00,_automl_dummy_grain_col,4242.211610020442,0,293.49,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,4334.0,2018-06-02,59,91.7883899795579
2018-06-04 11:00:00,_automl_dummy_grain_col,4359.144125513101,0,295.65,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,4489.0,2018-06-02,60,129.85587448689876
2018-06-04 12:00:00,_automl_dummy_grain_col,4525.249885728312,0,297.14,0.0,0.0,20,0,1,0,0,0,0,0,0,0,0,0,4741.0,2018-06-02,61,215.7501142716883
2018-06-04 13:00:00,_automl_dummy_grain_col,4577.917574522691,0,298.43,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,4873.0,2018-06-02,62,295.0824254773088
2018-06-04 14:00:00,_automl_dummy_grain_col,4815.590612044993,0,299.29,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,5170.0,2018-06-02,63,354.40938795500733
2018-06-04 15:00:00,_automl_dummy_grain_col,5380.700374725705,0,300.36,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,5797.0,2018-06-02,64,416.29962527429507
2018-06-04 16:00:00,_automl_dummy_grain_col,6099.854177968018,0,301.57,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,7024.0,2018-06-02,65,924.1458220319819
2018-06-04 17:00:00,_automl_dummy_grain_col,5742.006898180803,0,302.76,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,6234.0,2018-06-02,66,491.99310181919736
2018-06-04 18:00:00,_automl_dummy_grain_col,4253.589494459285,0,302.53,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,4374.0,2018-06-02,67,120.41050554071535
2018-06-04 19:00:00,_automl_dummy_grain_col,3041.72424839147,0,302.36,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,3279.0,2018-06-02,68,237.27575160852984
2018-06-04 20:00:00,_automl_dummy_grain_col,2585.1330298519083,0,301.51,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,2941.0,2018-06-02,69,355.8669701480917
2018-06-04 21:00:00,_automl_dummy_grain_col,2297.8214994678483,0,299.85,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,2776.0,2018-06-02,70,478.1785005321517
2018-06-04 22:00:00,_automl_dummy_grain_col,1734.9735453414119,0,296.44,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,1871.0,2018-06-02,71,136.02645465858814
2018-06-04 23:00:00,_automl_dummy_grain_col,1170.0291632030157,0,295.3,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1115.0,2018-06-02,72,55.02916320301574
2018-06-05 00:00:00,_automl_dummy_grain_col,679.6934472993559,0,295.69,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,635.0,2018-06-02,73,44.69344729935585
2018-06-05 01:00:00,_automl_dummy_grain_col,408.1792390968626,0,294.29,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,399.0,2018-06-02,74,9.179239096862602
2018-06-05 02:00:00,_automl_dummy_grain_col,355.72426084959375,0,292.9,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,297.0,2018-06-02,75,58.72426084959375
2018-06-05 03:00:00,_automl_dummy_grain_col,387.33741745354337,0,291.89,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,355.0,2018-06-02,76,32.33741745354337
2018-06-05 04:00:00,_automl_dummy_grain_col,881.5645752769709,0,290.58,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,952.0,2018-06-02,77,70.43542472302909
2018-06-05 05:00:00,_automl_dummy_grain_col,2874.7966765021624,0,289.44,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,3078.0,2018-06-02,78,203.20332349783757
2018-06-05 06:00:00,_automl_dummy_grain_col,5664.035036069984,0,288.73,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,5970.0,2018-06-02,79,305.964963930016
2018-06-05 07:00:00,_automl_dummy_grain_col,6287.321499709497,0,288.37,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,5972.0,2018-06-02,80,315.3214997094974
2018-06-05 08:00:00,_automl_dummy_grain_col,5820.404335977598,0,288.9,0.0,0.0,40,0,0,0,0,1,0,0,0,0,0,0,5645.0,2018-06-02,81,175.40433597759784
2018-06-05 09:00:00,_automl_dummy_grain_col,5106.567012496882,0,290.14,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,5046.0,2018-06-02,82,60.567012496881944
2018-06-05 10:00:00,_automl_dummy_grain_col,4515.786680498355,0,291.51,0.0,0.0,20,0,1,0,0,0,0,0,0,0,0,0,4592.0,2018-06-02,83,76.21331950164495
2018-06-05 11:00:00,_automl_dummy_grain_col,4655.673854111758,0,293.21,0.0,0.0,20,0,1,0,0,0,0,0,0,0,0,0,4778.0,2018-06-02,84,122.32614588824163
2018-06-05 12:00:00,_automl_dummy_grain_col,4783.973902714896,0,294.69,0.0,0.0,20,0,1,0,0,0,0,0,0,0,0,0,5256.0,2018-06-02,85,472.0260972851038
2018-06-05 13:00:00,_automl_dummy_grain_col,4873.735441468497,0,295.88,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,5285.0,2018-06-02,86,411.2645585315031
2018-06-05 14:00:00,_automl_dummy_grain_col,5140.794875323541,0,296.72,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,5340.0,2018-06-02,87,199.20512467645858
2018-06-05 15:00:00,_automl_dummy_grain_col,5709.212821871342,0,297.88,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,6102.0,2018-06-02,88,392.7871781286576
2018-06-05 16:00:00,_automl_dummy_grain_col,6437.389412124298,0,298.72,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,7037.0,2018-06-02,89,599.6105878757016
2018-06-05 17:00:00,_automl_dummy_grain_col,6065.78972356239,0,298.93,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,6431.0,2018-06-02,90,365.21027643761045
2018-06-05 18:00:00,_automl_dummy_grain_col,4600.741782943225,0,299.07,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,4582.0,2018-06-02,91,18.74178294322519
2018-06-05 19:00:00,_automl_dummy_grain_col,3434.9681292238574,0,298.92,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,3510.0,2018-06-02,92,75.03187077614257
2018-06-05 20:00:00,_automl_dummy_grain_col,3034.2895675999284,0,298.22,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,3012.0,2018-06-02,93,22.289567599928432
2018-06-05 21:00:00,_automl_dummy_grain_col,2766.745045708618,0,296.58,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,2754.0,2018-06-02,94,12.745045708617909
2018-06-05 22:00:00,_automl_dummy_grain_col,2078.1028222602727,0,294.65,0.0,0.0,5,1,0,0,0,0,0,0,0,0,0,0,2212.0,2018-06-02,95,133.89717773972734
2018-06-05 23:00:00,_automl_dummy_grain_col,1340.135403285571,0,293.44,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1227.0,2018-06-02,96,113.1354032855711
2018-06-06 00:00:00,_automl_dummy_grain_col,683.93252873044,0,292.66,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,663.0,2018-06-02,97,20.932528730440026
2018-06-06 01:00:00,_automl_dummy_grain_col,418.06083933310504,0,292.08,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,415.0,2018-06-02,98,3.0608393331050365
2018-06-06 02:00:00,_automl_dummy_grain_col,365.6058610858362,0,292.09,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,318.0,2018-06-02,99,47.60586108583618
2018-06-06 03:00:00,_automl_dummy_grain_col,390.54948811476163,0,291.73,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,362.0,2018-06-02,100,28.54948811476163
2018-06-06 04:00:00,_automl_dummy_grain_col,875.4486424597571,0,292.37,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,934.0,2018-06-02,101,58.55135754024286
2018-06-06 05:00:00,_automl_dummy_grain_col,2868.6807436849494,0,292.23,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,2980.0,2018-06-02,102,111.31925631505055
2018-06-06 06:00:00,_automl_dummy_grain_col,5610.93747411281,0,290.88,0.0,0.0,90,0,0,0,0,0,0,0,0,0,0,1,5195.0,2018-06-02,103,415.9374741128104
2018-06-06 07:00:00,_automl_dummy_grain_col,6239.245365314145,0,289.35,0.0,0.0,90,0,0,0,0,0,0,1,0,0,0,0,6083.0,2018-06-02,104,156.2453653141447
2018-06-06 08:00:00,_automl_dummy_grain_col,5814.428968963036,0,289.48,0.0,0.0,40,0,0,0,0,0,0,1,0,0,0,0,5301.0,2018-06-02,105,513.4289689630359
2018-06-06 09:00:00,_automl_dummy_grain_col,5119.456422733315,0,290.15,0.0,0.0,75,0,0,0,0,0,0,1,0,0,0,0,5324.0,2018-06-02,106,204.54357726668513
2018-06-06 10:00:00,_automl_dummy_grain_col,4571.6481665559495,0,290.83,0.0,0.0,90,0,1,0,0,0,0,0,0,0,0,0,4621.0,2018-06-02,107,49.3518334440505
2018-06-06 11:00:00,_automl_dummy_grain_col,4720.985575973638,0,291.84,0.0,0.0,90,0,1,0,0,0,0,0,0,0,0,0,4915.0,2018-06-02,108,194.01442402636167
2018-06-06 12:00:00,_automl_dummy_grain_col,4883.18666946748,0,293.51,0.0,0.0,90,0,1,0,0,0,0,0,0,0,0,0,5098.0,2018-06-02,109,214.81333053252
2018-06-06 13:00:00,_automl_dummy_grain_col,4919.798658415532,0,294.53,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,4799.0,2018-06-02,110,120.79865841553237
2018-06-06 14:00:00,_automl_dummy_grain_col,5206.707929486852,0,296.21,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,5226.0,2018-06-02,111,19.292070513148246
2018-06-06 15:00:00,_automl_dummy_grain_col,5740.208014549982,0,296.53,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,6264.0,2018-06-02,112,523.7919854500178
2018-06-06 16:00:00,_automl_dummy_grain_col,6471.432699964138,0,297.44,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,6925.0,2018-06-02,113,453.567300035862
2018-06-06 17:00:00,_automl_dummy_grain_col,6078.992559946933,0,298.08,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,6637.0,2018-06-02,114,558.0074400530666
2018-06-06 18:00:00,_automl_dummy_grain_col,4678.544647519989,0,298.28,0.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,5055.0,2018-06-02,115,376.45535248001124
2018-06-06 19:00:00,_automl_dummy_grain_col,3515.830863039153,0,298.84,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,3648.0,2018-06-02,116,132.16913696084703
2018-06-06 20:00:00,_automl_dummy_grain_col,3052.8478392488214,0,298.08,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,3157.0,2018-06-02,117,104.1521607511786
2018-06-06 21:00:00,_automl_dummy_grain_col,2792.3122411236955,0,296.42,0.0,0.0,40,0,1,0,0,0,0,0,0,0,0,0,2723.0,2018-06-02,118,69.31224112369546
2018-06-06 22:00:00,_automl_dummy_grain_col,2098.52071002041,0,294.56,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,2224.0,2018-06-02,119,125.4792899795898
2018-06-06 23:00:00,_automl_dummy_grain_col,1339.480783766861,0,293.08,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1303.0,2018-06-02,120,36.480783766860895
2018-06-07 00:00:00,_automl_dummy_grain_col,701.6139828736895,0,291.94,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,685.0,2018-06-02,121,16.61398287368945
2018-06-07 01:00:00,_automl_dummy_grain_col,418.06083933310504,0,290.5,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,439.0,2018-06-02,122,20.939160666894963
2018-06-07 02:00:00,_automl_dummy_grain_col,365.6058610858362,0,289.86,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,328.0,2018-06-02,123,37.60586108583618
2018-06-07 03:00:00,_automl_dummy_grain_col,390.54948811476163,0,289.36,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,380.0,2018-06-02,124,10.54948811476163
2018-06-07 04:00:00,_automl_dummy_grain_col,898.9002819948558,0,288.68,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,977.0,2018-06-02,125,78.09971800514415
2018-06-07 05:00:00,_automl_dummy_grain_col,2892.1323832200474,0,288.44,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,3018.0,2018-06-02,126,125.86761677995264
2018-06-07 06:00:00,_automl_dummy_grain_col,5681.37074278787,0,287.22,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,5885.0,2018-06-02,127,203.62925721213014
2018-06-07 07:00:00,_automl_dummy_grain_col,6325.258351212134,0,287.58,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,6097.0,2018-06-02,128,228.25835121213368
2018-06-07 08:00:00,_automl_dummy_grain_col,5834.628684705629,0,288.34,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,5871.0,2018-06-02,129,36.371315294371016
2018-06-07 09:00:00,_automl_dummy_grain_col,5200.796476155129,0,289.65,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,5136.0,2018-06-02,130,64.79647615512931
2018-06-07 10:00:00,_automl_dummy_grain_col,4647.8101433003885,0,291.22,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,4691.0,2018-06-02,131,43.18985669961148
2018-06-07 11:00:00,_automl_dummy_grain_col,4857.400461261486,0,293.21,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,5168.0,2018-06-02,132,310.59953873851373
2018-06-07 12:00:00,_automl_dummy_grain_col,4991.092926559685,0,294.65,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,5220.0,2018-06-02,133,228.9070734403149
2018-06-07 13:00:00,_automl_dummy_grain_col,5041.865095100815,0,295.86,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,5094.0,2018-06-02,134,52.13490489918513
2018-06-07 14:00:00,_automl_dummy_grain_col,5327.345236010925,0,296.61,0.0,0.0,75,0,1,0,0,0,0,0,0,0,0,0,5399.0,2018-06-02,135,71.65476398907504
2018-06-07 15:00:00,_automl_dummy_grain_col,5812.272247545349,0,297.65,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,6202.0,2018-06-02,136,389.7277524546507
2018-06-07 16:00:00,_automl_dummy_grain_col,6470.854965736467,0,298.21,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,6858.0,2018-06-02,137,387.1450342635326
2018-06-07 17:00:00,_automl_dummy_grain_col,6080.521303255661,0,297.95,0.0,0.0,90,0,1,0,0,0,0,0,0,0,0,0,6286.0,2018-06-02,138,205.47869674433878
2018-06-07 18:00:00,_automl_dummy_grain_col,4647.654243254247,0,297.15,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,4858.0,2018-06-02,139,210.34575674575262
2018-06-07 19:00:00,_automl_dummy_grain_col,3657.3639412913253,0,296.75,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0,0,3715.0,2018-06-02,140,57.63605870867468
2018-06-07 20:00:00,_automl_dummy_grain_col,3054.254549520069,0,296.15,0.0,0.0,90,0,0,0,0,0,0,1,0,0,0,0,3222.0,2018-06-02,141,167.74545047993115
2018-06-07 21:00:00,_automl_dummy_grain_col,3026.0105720031615,0,295.42,0.0,0.0,90,0,1,0,0,0,0,0,0,0,0,0,2912.0,2018-06-02,142,114.01057200316154
2018-06-07 22:00:00,_automl_dummy_grain_col,2634.853778712903,0,295.08,0.0,0.0,40,0,0,0,0,0,0,0,0,0,0,1,2215.0,2018-06-02,143,419.853778712903
2018-06-07 23:00:00,_automl_dummy_grain_col,1601.8294615696202,0,294.15,0.0,0.0,40,0,0,1,0,0,0,0,0,0,0,0,1398.0,2018-06-02,144,203.8294615696202
2018-06-08 00:00:00,_automl_dummy_grain_col,759.2698228469471,0,293.88,0.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,800.0,2018-06-02,145,40.730177153052864
2018-06-08 01:00:00,_automl_dummy_grain_col,492.2784481644857,0,293.35,0.0,0.0,40,0,0,1,0,0,0,0,0,0,0,0,480.0,2018-06-02,146,12.278448164485724
