date_time;quality;predicted;sample;date_time_from
2017-05-07 10:05:00;297;363.0708618;1;2017-05-07 09:05:00
2017-05-07 11:05:00;309;349.5375977;1;2017-05-07 10:05:00
2017-05-07 12:05:00;324;342.7353516;1;2017-05-07 11:05:00
2017-05-07 13:05:00;364;335.3193054;1;2017-05-07 12:05:00
2017-05-07 14:05:00;374;352.7703247;1;2017-05-07 13:05:00
2017-05-07 15:05:00;389;355.6339722;1;2017-05-07 14:05:00
2017-05-07 16:05:00;392;357.581665;1;2017-05-07 15:05:00
2017-05-07 17:05:00;392;358.7801514;1;2017-05-07 16:05:00
2017-05-07 18:05:00;397;364.2851868;1;2017-05-07 17:05:00
2017-05-07 19:05:00;386;352.1941528;1;2017-05-07 18:05:00
2017-05-07 20:05:00;414;370.9348755;1;2017-05-07 19:05:00
2017-05-07 21:05:00;417;367.8571777;1;2017-05-07 20:05:00
2017-05-07 22:05:00;404;367.5936584;1;2017-05-07 21:05:00
2017-05-07 23:05:00;396;360.38974;1;2017-05-07 22:05:00
2017-05-08 00:05:00;386;365.0474548;1;2017-05-07 23:05:00
2017-05-08 01:05:00;385;370.9570618;1;2017-05-08 00:05:00
2017-05-08 02:05:00;392;368.4205322;1;2017-05-08 01:05:00
2017-05-08 03:05:00;404;375.6459656;1;2017-05-08 02:05:00
2017-05-08 04:05:00;409;385.0249634;1;2017-05-08 03:05:00
2017-05-08 05:05:00;409;384.1118164;1;2017-05-08 04:05:00
2017-05-08 06:05:00;408;391.3114014;1;2017-05-08 05:05:00
2017-05-08 07:05:00;411;399.0275879;1;2017-05-08 06:05:00
2017-05-08 08:05:00;413;400.2116089;1;2017-05-08 07:05:00
2017-05-08 09:05:00;416;400.4464111;1;2017-05-08 08:05:00
2017-05-08 10:05:00;418;405.7634888;1;2017-05-08 09:05:00
2017-05-08 11:05:00;414;403.8362122;1;2017-05-08 10:05:00
2017-05-08 12:05:00;408;409.537384;1;2017-05-08 11:05:00
2017-05-08 13:05:00;402;414.0184021;1;2017-05-08 12:05:00
2017-05-08 14:05:00;406;412.4767761;1;2017-05-08 13:05:00
2017-05-08 15:05:00;409;406.6341858;1;2017-05-08 14:05:00
2017-05-08 16:05:00;414;403.2579956;1;2017-05-08 15:05:00
2017-05-08 17:05:00;400;398.8877258;1;2017-05-08 16:05:00
2017-05-08 18:05:00;401;389.1348877;1;2017-05-08 17:05:00
2017-05-08 19:05:00;406;394.6900024;1;2017-05-08 18:05:00
2017-05-08 20:05:00;411;397.7232056;1;2017-05-08 19:05:00
2017-05-08 21:05:00;418;373.4005432;1;2017-05-08 20:05:00
2017-05-08 22:05:00;399;356.8497009;1;2017-05-08 21:05:00
2017-05-08 23:05:00;392;370.3309631;1;2017-05-08 22:05:00
2017-05-09 00:05:00;376;399.6002808;1;2017-05-08 23:05:00
2017-05-09 01:05:00;363;381.2770691;1;2017-05-09 00:05:00
2017-05-09 02:05:00;362;370.7505188;1;2017-05-09 01:05:00
2017-05-09 03:05:00;371;366.8905334;1;2017-05-09 02:05:00
2017-05-09 04:05:00;383;378.48349;1;2017-05-09 03:05:00
2017-05-09 05:05:00;419;369.3448792;1;2017-05-09 04:05:00
2017-05-09 06:05:00;433;385.5090027;1;2017-05-09 05:05:00
2017-05-09 07:05:00;452;402.3449097;1;2017-05-09 06:05:00
2017-05-09 08:05:00;455;426.1370239;1;2017-05-09 07:05:00
2017-05-09 09:05:00;457;438.9925232;1;2017-05-09 08:05:00
2017-05-09 10:05:00;451;450.0252075;1;2017-05-09 09:05:00
2017-05-09 11:05:00;447;454.1526184;1;2017-05-09 10:05:00
2017-05-09 12:05:00;454;459.0168762;1;2017-05-09 11:05:00
2017-05-09 13:05:00;472;463.6513672;1;2017-05-09 12:05:00
2017-05-09 14:05:00;474;462.247467;1;2017-05-09 13:05:00
2017-05-09 15:05:00;473;457.7593689;1;2017-05-09 14:05:00
2017-05-09 16:05:00;468;469.14328;1;2017-05-09 15:05:00
2017-05-09 17:05:00;464;499.9057312;1;2017-05-09 16:05:00
2017-05-09 18:05:00;465;489.0250549;1;2017-05-09 17:05:00
2017-05-09 19:05:00;457;475.3099976;1;2017-05-09 18:05:00
2017-05-09 20:05:00;449;470.7705994;1;2017-05-09 19:05:00
2017-05-09 21:05:00;447;456.0837097;1;2017-05-09 20:05:00
2017-05-09 22:05:00;451;444.4285278;1;2017-05-09 21:05:00
2017-05-09 23:05:00;451;444.4828796;1;2017-05-09 22:05:00
2017-05-10 00:05:00;447;446.4097595;1;2017-05-09 23:05:00
2017-05-10 01:05:00;436;435.7217712;1;2017-05-10 00:05:00
2017-05-10 02:05:00;425;428.1297913;1;2017-05-10 01:05:00
2017-05-10 03:05:00;401;410.1759033;1;2017-05-10 02:05:00
2017-05-10 04:05:00;397;379.3139954;1;2017-05-10 03:05:00
2017-05-10 05:05:00;388;384.827301;1;2017-05-10 04:05:00
2017-05-10 06:05:00;382;363.0099792;1;2017-05-10 05:05:00
2017-05-10 07:05:00;397;371.1776733;1;2017-05-10 06:05:00
2017-05-10 08:05:00;394;412.8464966;1;2017-05-10 07:05:00
2017-05-10 09:05:00;395;401.2421265;1;2017-05-10 08:05:00
2017-05-10 10:05:00;396;402.4360962;1;2017-05-10 09:05:00
2017-05-10 11:05:00;389;401.257782;1;2017-05-10 10:05:00
2017-05-10 12:05:00;382;399.5769043;1;2017-05-10 11:05:00
2017-05-10 13:05:00;375;394.1272888;1;2017-05-10 12:05:00
2017-05-10 14:05:00;381;374.876709;1;2017-05-10 13:05:00
2017-05-10 15:05:00;393;365.3058167;1;2017-05-10 14:05:00
2017-05-10 16:05:00;399;359.6020813;1;2017-05-10 15:05:00
2017-05-10 17:05:00;404;371.8248901;1;2017-05-10 16:05:00
2017-05-10 18:05:00;389;386.7140503;1;2017-05-10 17:05:00
2017-05-10 19:05:00;386;407.2097473;1;2017-05-10 18:05:00
2017-05-10 20:05:00;380;417.3691101;1;2017-05-10 19:05:00
2017-05-10 21:05:00;380;401.201416;1;2017-05-10 20:05:00
2017-05-10 22:05:00;383;398.369812;1;2017-05-10 21:05:00
2017-05-10 23:05:00;379;397.7241821;1;2017-05-10 22:05:00
2017-05-11 00:05:00;393;401.387207;1;2017-05-10 23:05:00
2017-05-11 01:05:00;403;398.6844788;1;2017-05-11 00:05:00
2017-05-11 02:05:00;407;395.6432495;1;2017-05-11 01:05:00
2017-05-11 03:05:00;391;395.6167908;1;2017-05-11 02:05:00
2017-05-11 04:05:00;379;392.9446411;1;2017-05-11 03:05:00
2017-05-11 05:05:00;375;391.9086914;1;2017-05-11 04:05:00
2017-05-11 06:05:00;373;387.8027344;1;2017-05-11 05:05:00
2017-05-11 07:05:00;356;377.115448;1;2017-05-11 06:05:00
2017-05-11 08:05:00;330;365.4189148;1;2017-05-11 07:05:00
2017-05-11 09:05:00;306;381.8994446;1;2017-05-11 08:05:00
2017-05-11 10:05:00;294;381.822937;1;2017-05-11 09:05:00
2017-05-11 11:05:00;290;352.236084;1;2017-05-11 10:05:00
2017-05-11 12:05:00;290;345.0130615;1;2017-05-11 11:05:00
2017-05-11 13:05:00;290;341.4293823;1;2017-05-11 12:05:00
2017-05-11 14:05:00;294;336.8440552;1;2017-05-11 13:05:00
2017-05-11 15:05:00;300;340.3439636;1;2017-05-11 14:05:00
2017-05-11 16:05:00;304;331.9646606;1;2017-05-11 15:05:00
2017-05-11 17:05:00;325;338.7916565;1;2017-05-11 16:05:00
2017-05-11 18:05:00;321;333.6157227;1;2017-05-11 17:05:00
2017-05-11 19:05:00;332;334.6581116;1;2017-05-11 18:05:00
2017-05-11 20:05:00;354;335.2634277;1;2017-05-11 19:05:00
2017-05-11 21:05:00;386;339.9091797;1;2017-05-11 20:05:00
2017-05-11 22:05:00;401;350.3740234;1;2017-05-11 21:05:00
2017-05-11 23:05:00;395;351.9913025;1;2017-05-11 22:05:00
2017-05-12 00:05:00;391;352.5376587;1;2017-05-11 23:05:00
2017-05-12 01:05:00;389;345.9995117;1;2017-05-12 00:05:00
2017-05-12 02:05:00;355;348.1460571;1;2017-05-12 01:05:00
2017-05-12 03:05:00;357;349.7612;1;2017-05-12 02:05:00
2017-05-12 04:05:00;359;350.7678833;1;2017-05-12 03:05:00
2017-05-12 05:05:00;358;352.5147705;1;2017-05-12 04:05:00
2017-05-12 06:05:00;367;349.7855225;1;2017-05-12 05:05:00
2017-05-12 07:05:00;363;357.7815247;1;2017-05-12 06:05:00
2017-05-12 08:05:00;364;364.1537781;1;2017-05-12 07:05:00
2017-05-12 09:05:00;373;375.1287537;1;2017-05-12 08:05:00
2017-05-12 10:05:00;377;381.7953186;1;2017-05-12 09:05:00
2017-05-12 11:05:00;392;379.8548889;1;2017-05-12 10:05:00
2017-05-12 12:05:00;415;383.6114807;1;2017-05-12 11:05:00
2017-05-12 13:05:00;433;398.2976379;1;2017-05-12 12:05:00
2017-05-12 14:05:00;456;404.7931213;1;2017-05-12 13:05:00
2017-05-12 15:05:00;469;421.1903992;1;2017-05-12 14:05:00
2017-05-12 16:05:00;468;425.2107849;1;2017-05-12 15:05:00
2017-05-12 17:05:00;474;427.6695862;1;2017-05-12 16:05:00
2017-05-12 18:05:00;464;426.7371826;1;2017-05-12 17:05:00
2017-05-12 19:05:00;459;428.8217468;1;2017-05-12 18:05:00
2017-05-12 20:05:00;453;437.5196533;1;2017-05-12 19:05:00
2017-05-12 21:05:00;444;425.4874268;1;2017-05-12 20:05:00
2017-05-12 22:05:00;441;430.0782471;1;2017-05-12 21:05:00
2017-05-12 23:05:00;436;425.6509705;1;2017-05-12 22:05:00
2017-05-13 00:05:00;432;422.5363159;1;2017-05-12 23:05:00
2017-05-13 01:05:00;423;433.8644104;1;2017-05-13 00:05:00
2017-05-13 02:05:00;412;414.7875366;1;2017-05-13 01:05:00
2017-05-13 03:05:00;407;415.1535339;1;2017-05-13 02:05:00
2017-05-13 04:05:00;394;422.3030701;1;2017-05-13 03:05:00
2017-05-13 05:05:00;401;407.9875488;1;2017-05-13 04:05:00
2017-05-13 06:05:00;397;398.2907104;1;2017-05-13 05:05:00
2017-05-13 07:05:00;390;399.3010864;1;2017-05-13 06:05:00
2017-05-13 08:05:00;378;396.6213684;1;2017-05-13 07:05:00
2017-05-13 09:05:00;383;383.5292358;1;2017-05-13 08:05:00
2017-05-13 10:05:00;398;410.1122742;1;2017-05-13 09:05:00
2017-05-13 11:05:00;416;410.2037048;1;2017-05-13 10:05:00
2017-05-13 12:05:00;429;412.4487;1;2017-05-13 11:05:00
2017-05-13 13:05:00;443;421.7984314;1;2017-05-13 12:05:00
2017-05-13 14:05:00;443;434.5210571;1;2017-05-13 13:05:00
2017-05-13 15:05:00;434;431.8552551;1;2017-05-13 14:05:00
2017-05-13 16:05:00;434;429.2334595;1;2017-05-13 15:05:00
2017-05-13 17:05:00;433;424.3621521;1;2017-05-13 16:05:00
2017-05-13 18:05:00;442;425.5694275;1;2017-05-13 17:05:00
2017-05-13 19:05:00;446;440.4234619;1;2017-05-13 18:05:00
2017-05-13 20:05:00;455;441.1338806;1;2017-05-13 19:05:00
2017-05-13 21:05:00;451;441.0161133;1;2017-05-13 20:05:00
2017-05-13 22:05:00;456;450.4522095;1;2017-05-13 21:05:00
2017-05-13 23:05:00;465;453.2380676;1;2017-05-13 22:05:00
2017-05-14 00:05:00;459;458.7276001;1;2017-05-13 23:05:00
2017-05-14 01:05:00;456;467.111908;1;2017-05-14 00:05:00
2017-05-14 02:05:00;464;459.9768982;1;2017-05-14 01:05:00
2017-05-14 03:05:00;455;460.6776428;1;2017-05-14 02:05:00
2017-05-14 04:05:00;429;452.4011841;1;2017-05-14 03:05:00
2017-05-14 05:05:00;446;445.4221497;1;2017-05-14 04:05:00
2017-05-14 06:05:00;460;450.8211365;1;2017-05-14 05:05:00
2017-05-14 07:05:00;464;446.8477783;1;2017-05-14 06:05:00
2017-05-14 08:05:00;463;442.134613;1;2017-05-14 07:05:00
2017-05-14 09:05:00;463;440.3418884;1;2017-05-14 08:05:00
2017-05-14 10:05:00;466;444.1841431;1;2017-05-14 09:05:00
2017-05-14 11:05:00;474;446.0774841;1;2017-05-14 10:05:00
2017-05-14 12:05:00;489;446.6566467;1;2017-05-14 11:05:00
2017-05-14 13:05:00;488;449.7997131;1;2017-05-14 12:05:00
2017-05-14 14:05:00;488;452.8265076;1;2017-05-14 13:05:00
2017-05-14 15:05:00;489;455.3509521;1;2017-05-14 14:05:00
2017-05-14 16:05:00;487;466.8413391;1;2017-05-14 15:05:00
2017-05-14 17:05:00;492;464.0486145;1;2017-05-14 16:05:00
2017-05-14 18:05:00;488;469.679657;1;2017-05-14 17:05:00
2017-05-14 19:05:00;484;516.9020996;1;2017-05-14 18:05:00
2017-05-14 20:05:00;467;466.4989319;1;2017-05-14 19:05:00
2017-05-14 21:05:00;468;460.7922363;1;2017-05-14 20:05:00
2017-05-14 22:05:00;458;451.7934265;1;2017-05-14 21:05:00
2017-05-14 23:05:00;448;456.0471497;1;2017-05-14 22:05:00
2017-05-15 00:05:00;437;457.9155273;1;2017-05-14 23:05:00
2017-05-15 01:05:00;441;462.0308228;1;2017-05-15 00:05:00
2017-05-15 02:05:00;448;462.5874023;1;2017-05-15 01:05:00
2017-05-15 03:05:00;454;464.1274414;1;2017-05-15 02:05:00
2017-05-15 04:05:00;453;469.8105469;1;2017-05-15 03:05:00
2017-05-15 05:05:00;451;467.3433838;1;2017-05-15 04:05:00
2017-05-15 06:05:00;452;476.9893494;1;2017-05-15 05:05:00
2017-05-15 07:05:00;466;466.2399597;1;2017-05-15 06:05:00
2017-05-15 08:05:00;462;454.460144;1;2017-05-15 07:05:00
2017-05-15 09:05:00;454;446.4656067;1;2017-05-15 08:05:00
2017-05-15 10:05:00;452;449.3553162;1;2017-05-15 09:05:00
2017-05-15 11:05:00;452;461.6240845;1;2017-05-15 10:05:00
2017-05-15 12:05:00;454;459.6768799;1;2017-05-15 11:05:00
2017-05-15 13:05:00;459;457.0883179;1;2017-05-15 12:05:00
2017-05-15 14:05:00;462;450.3689575;1;2017-05-15 13:05:00
2017-05-15 15:05:00;469;457.4881592;1;2017-05-15 14:05:00
2017-05-15 16:05:00;469;464.6034241;1;2017-05-15 15:05:00
2017-05-15 17:05:00;463;459.5854492;1;2017-05-15 16:05:00
2017-05-15 18:05:00;452;458.2429199;1;2017-05-15 17:05:00
2017-05-15 19:05:00;438;449.1943054;1;2017-05-15 18:05:00
2017-05-15 20:05:00;419;443.5371704;1;2017-05-15 19:05:00
2017-05-15 21:05:00;404;433.649292;1;2017-05-15 20:05:00
2017-05-15 22:05:00;389;422.2363281;1;2017-05-15 21:05:00
2017-05-15 23:05:00;373;398.4674377;1;2017-05-15 22:05:00
2017-05-16 00:05:00;331;363.5305481;1;2017-05-15 23:05:00
2017-05-16 01:05:00;317;360.8002625;1;2017-05-16 00:05:00
2017-05-16 02:05:00;305;372.6368103;1;2017-05-16 01:05:00
2017-05-16 03:05:00;326;373.9680176;1;2017-05-16 02:05:00
2017-05-16 04:05:00;349;385.6526184;1;2017-05-16 03:05:00
2017-05-16 05:05:00;359;377.9505005;1;2017-05-16 04:05:00
2017-05-16 06:05:00;376;375.5466309;1;2017-05-16 05:05:00
2017-05-16 07:05:00;391;374.1373291;1;2017-05-16 06:05:00
2017-05-16 08:05:00;401;410.0073547;1;2017-05-16 07:05:00
2017-05-16 09:05:00;421;471.4495544;1;2017-05-16 08:05:00
2017-05-16 10:05:00;419;494.6916504;1;2017-05-16 09:05:00
2017-05-16 11:05:00;403;410.4022217;1;2017-05-16 10:05:00
2017-05-16 12:05:00;420;389.6022339;1;2017-05-16 11:05:00
2017-05-16 13:05:00;406;397.3937988;1;2017-05-16 12:05:00
2017-05-16 14:05:00;400;410.8506775;1;2017-05-16 13:05:00
2017-05-16 15:05:00;413;408.0469055;1;2017-05-16 14:05:00
2017-05-16 16:05:00;423;399.5234985;1;2017-05-16 15:05:00
2017-05-16 17:05:00;430;403.4785461;1;2017-05-16 16:05:00
2017-05-16 18:05:00;440;411.7717896;1;2017-05-16 17:05:00
2017-05-16 19:05:00;448;423.6318359;1;2017-05-16 18:05:00
2017-05-16 20:05:00;453;434.8312378;1;2017-05-16 19:05:00
2017-05-16 21:05:00;454;453.125;1;2017-05-16 20:05:00
2017-05-16 22:05:00;453;403.7198792;1;2017-05-16 21:05:00
2017-05-16 23:05:00;454;405.638092;1;2017-05-16 22:05:00
2017-05-17 00:05:00;440;413.6450195;1;2017-05-16 23:05:00
2017-05-17 01:05:00;447;416.4323425;1;2017-05-17 00:05:00
2017-05-17 02:05:00;456;432.4796448;1;2017-05-17 01:05:00
2017-05-17 03:05:00;455;444.2527161;1;2017-05-17 02:05:00
2017-05-17 04:05:00;455;405.1072998;1;2017-05-17 03:05:00
2017-05-17 05:05:00;458;392.7800598;1;2017-05-17 04:05:00
2017-05-17 06:05:00;462;395.4876404;1;2017-05-17 05:05:00
2017-05-17 07:05:00;450;427.7724915;1;2017-05-17 06:05:00
2017-05-17 08:05:00;448;453.7949219;1;2017-05-17 07:05:00
2017-05-17 09:05:00;452;441.4586182;1;2017-05-17 08:05:00
2017-05-17 10:05:00;448;439.4943237;1;2017-05-17 09:05:00
2017-05-17 11:05:00;450;444.8708496;1;2017-05-17 10:05:00
2017-05-17 12:05:00;452;454.24823;1;2017-05-17 11:05:00
2017-05-17 13:05:00;452;461.2263184;1;2017-05-17 12:05:00
2017-05-17 14:05:00;451;445.5746765;1;2017-05-17 13:05:00
2017-05-17 15:05:00;440;445.8717651;1;2017-05-17 14:05:00
2017-05-17 16:05:00;423;437.3865356;1;2017-05-17 15:05:00
2017-05-17 17:05:00;425;409.0379333;1;2017-05-17 16:05:00
2017-05-17 18:05:00;413;405.7270508;1;2017-05-17 17:05:00
2017-05-17 19:05:00;406;397.10495;1;2017-05-17 18:05:00
2017-05-17 20:05:00;412;396.4403381;1;2017-05-17 19:05:00
2017-05-17 21:05:00;404;388.5854187;1;2017-05-17 20:05:00
2017-05-17 22:05:00;393;393.2433167;1;2017-05-17 21:05:00
2017-05-17 23:05:00;392;394.7158813;1;2017-05-17 22:05:00
2017-05-18 00:05:00;392;382.52005;1;2017-05-17 23:05:00
2017-05-18 01:05:00;399;376.4316101;1;2017-05-18 00:05:00
2017-05-18 02:05:00;397;379.730957;1;2017-05-18 01:05:00
2017-05-18 03:05:00;394;374.8640747;1;2017-05-18 02:05:00
2017-05-18 04:05:00;379;373.008667;1;2017-05-18 03:05:00
2017-05-18 05:05:00;364;360.7289124;1;2017-05-18 04:05:00
2017-05-18 06:05:00;354;357.1793823;1;2017-05-18 05:05:00
2017-05-18 07:05:00;339;351.9508362;1;2017-05-18 06:05:00
2017-05-18 08:05:00;328;368.8849487;1;2017-05-18 07:05:00
2017-05-18 09:05:00;330;365.2584534;1;2017-05-18 08:05:00
2017-05-18 10:05:00;342;368.7721863;1;2017-05-18 09:05:00
2017-05-18 11:05:00;350;384.3243103;1;2017-05-18 10:05:00
2017-05-18 12:05:00;352;379.102417;1;2017-05-18 11:05:00
2017-05-18 13:05:00;354;376.9705505;1;2017-05-18 12:05:00
2017-05-18 14:05:00;338;363.7238159;1;2017-05-18 13:05:00
2017-05-18 15:05:00;334;363.0015259;1;2017-05-18 14:05:00
2017-05-18 16:05:00;337;367.4786682;1;2017-05-18 15:05:00
2017-05-18 17:05:00;336;365.9562378;1;2017-05-18 16:05:00
2017-05-18 18:05:00;352;357.2376709;1;2017-05-18 17:05:00
2017-05-18 19:05:00;371;365.0551453;1;2017-05-18 18:05:00
2017-05-18 20:05:00;383;364.2276611;1;2017-05-18 19:05:00
2017-05-18 21:05:00;397;368.6103821;1;2017-05-18 20:05:00
2017-05-18 22:05:00;397;380.5339966;1;2017-05-18 21:05:00
2017-05-18 23:05:00;401;372.2250366;1;2017-05-18 22:05:00
2017-05-19 00:05:00;399;370.3041077;1;2017-05-18 23:05:00
2017-05-19 01:05:00;410;370.2321472;1;2017-05-19 00:05:00
2017-05-19 02:05:00;408;376.683197;1;2017-05-19 01:05:00
2017-05-19 03:05:00;415;366.5584106;1;2017-05-19 02:05:00
