timestamp,predicted,datetime_from,sample,target
2013-01-04 02:00:00,103.493,2013-01-03 23:00,3,44.92
2013-01-04 03:00:00,99.6861,2013-01-03 23:00,4,44.19
2013-01-04 04:00:00,96.4859,2013-01-03 23:00,5,44.23
2013-01-04 05:00:00,106.908,2013-01-03 23:00,6,45.74
2013-01-04 06:00:00,105.128,2013-01-03 23:00,7,68.4
2013-01-04 07:00:00,96.1677,2013-01-03 23:00,8,79.74
2013-01-04 08:00:00,105.751,2013-01-03 23:00,9,85.34
2013-01-04 09:00:00,96.8139,2013-01-03 23:00,10,91.87
2013-01-04 10:00:00,99.4966,2013-01-03 23:00,11,94.14
2013-01-04 11:00:00,109.119,2013-01-03 23:00,12,95.29
2013-01-04 12:00:00,108.962,2013-01-03 23:00,13,72.21
2013-01-04 13:00:00,96.6883,2013-01-03 23:00,14,69.71
2013-01-04 14:00:00,102.466,2013-01-03 23:00,15,68.83
2013-01-04 15:00:00,98.8729,2013-01-03 23:00,16,73.66
2013-01-04 16:00:00,96.9287,2013-01-03 23:00,17,91.74
2013-01-04 17:00:00,105.058,2013-01-03 23:00,18,107.8
2013-01-04 18:00:00,100.511,2013-01-03 23:00,19,89.62
2013-01-04 19:00:00,105.867,2013-01-03 23:00,20,84.0
2013-01-04 20:00:00,99.3499,2013-01-03 23:00,21,68.18
2013-01-04 21:00:00,96.4397,2013-01-03 23:00,22,62.79
2013-01-04 22:00:00,102.925,2013-01-03 23:00,23,60.78
2013-01-04 23:00:00,101.951,2013-01-03 23:00,24,48.02
2013-01-05 00:00:00,64.0724,2013-01-04 23:00,1,46.11
2013-01-05 01:00:00,65.2024,2013-01-04 23:00,2,43.63
2013-01-05 02:00:00,59.3532,2013-01-04 23:00,3,39.81
2013-01-05 03:00:00,65.5263,2013-01-04 23:00,4,38.17
2013-01-05 04:00:00,66.0414,2013-01-04 23:00,5,39.38
2013-01-05 05:00:00,67.4151,2013-01-04 23:00,6,38.08
2013-01-05 06:00:00,70.7782,2013-01-04 23:00,7,40.05
2013-01-05 07:00:00,67.2245,2013-01-04 23:00,8,40.76
2013-01-05 08:00:00,66.8221,2013-01-04 23:00,9,45.41
2013-01-05 09:00:00,67.0758,2013-01-04 23:00,10,48.13
2013-01-05 10:00:00,58.5247,2013-01-04 23:00,11,47.99
2013-01-05 11:00:00,71.7487,2013-01-04 23:00,12,49.0
2013-01-05 12:00:00,67.6701,2013-01-04 23:00,13,45.8
2013-01-05 13:00:00,68.5788,2013-01-04 23:00,14,42.86
2013-01-05 14:00:00,69.3653,2013-01-04 23:00,15,40.12
2013-01-05 15:00:00,64.5624,2013-01-04 23:00,16,39.49
2013-01-05 16:00:00,67.4852,2013-01-04 23:00,17,44.79
2013-01-05 17:00:00,64.9802,2013-01-04 23:00,18,64.22
2013-01-05 18:00:00,60.5997,2013-01-04 23:00,19,58.0
2013-01-05 19:00:00,66.949,2013-01-04 23:00,20,53.87
2013-01-05 20:00:00,65.523,2013-01-04 23:00,21,51.03
2013-01-05 21:00:00,68.494,2013-01-04 23:00,22,46.05
2013-01-05 22:00:00,69.0423,2013-01-04 23:00,23,40.73
2013-01-05 23:00:00,63.4396,2013-01-04 23:00,24,37.66
2013-01-06 00:00:00,49.0827,2013-01-05 23:00,1,40.28
2013-01-06 01:00:00,41.5961,2013-01-05 23:00,2,37.5
2013-01-06 02:00:00,38.4791,2013-01-05 23:00,3,34.82
2013-01-06 03:00:00,43.6379,2013-01-05 23:00,4,34.23
2013-01-06 04:00:00,41.8502,2013-01-05 23:00,5,34.77
2013-01-06 05:00:00,44.3927,2013-01-05 23:00,6,34.35
2013-01-06 06:00:00,44.1463,2013-01-05 23:00,7,36.57
2013-01-06 07:00:00,45.804,2013-01-05 23:00,8,36.78
2013-01-06 08:00:00,42.5051,2013-01-05 23:00,9,38.47
2013-01-06 09:00:00,44.6982,2013-01-05 23:00,10,41.55
2013-01-06 10:00:00,41.2749,2013-01-05 23:00,11,42.1
2013-01-06 11:00:00,44.5218,2013-01-05 23:00,12,42.65
2013-01-06 12:00:00,43.4182,2013-01-05 23:00,13,40.34
2013-01-06 13:00:00,43.2543,2013-01-05 23:00,14,38.51
2013-01-06 14:00:00,41.0988,2013-01-05 23:00,15,38.08
2013-01-06 15:00:00,40.2977,2013-01-05 23:00,16,38.7
2013-01-06 16:00:00,43.0912,2013-01-05 23:00,17,41.53
2013-01-06 17:00:00,42.3359,2013-01-05 23:00,18,59.7
2013-01-06 18:00:00,42.2895,2013-01-05 23:00,19,58.32
2013-01-06 19:00:00,41.288,2013-01-05 23:00,20,51.64
2013-01-06 20:00:00,43.1791,2013-01-05 23:00,21,47.5
2013-01-06 21:00:00,42.6853,2013-01-05 23:00,22,47.45
2013-01-06 22:00:00,44.107,2013-01-05 23:00,23,38.92
2013-01-06 23:00:00,42.6191,2013-01-05 23:00,24,37.63
2013-01-07 00:00:00,37.7848,2013-01-06 23:00,1,36.46
2013-01-07 01:00:00,38.8523,2013-01-06 23:00,2,34.82
2013-01-07 02:00:00,37.8333,2013-01-06 23:00,3,35.1
2013-01-07 03:00:00,37.2927,2013-01-06 23:00,4,37.12
2013-01-07 04:00:00,36.661,2013-01-06 23:00,5,37.53
2013-01-07 05:00:00,39.9846,2013-01-06 23:00,6,38.94
2013-01-07 06:00:00,36.5293,2013-01-06 23:00,7,42.96
2013-01-07 07:00:00,38.1074,2013-01-06 23:00,8,55.78
2013-01-07 08:00:00,37.1062,2013-01-06 23:00,9,52.02
2013-01-07 09:00:00,37.3716,2013-01-06 23:00,10,54.5
2013-01-07 10:00:00,39.3999,2013-01-06 23:00,11,55.42
2013-01-07 11:00:00,39.4157,2013-01-06 23:00,12,54.58
2013-01-07 12:00:00,41.1771,2013-01-06 23:00,13,52.94
2013-01-07 13:00:00,34.5383,2013-01-06 23:00,14,52.78
2013-01-07 14:00:00,39.7179,2013-01-06 23:00,15,51.93
2013-01-07 15:00:00,38.5174,2013-01-06 23:00,16,51.87
2013-01-07 16:00:00,39.6014,2013-01-06 23:00,17,58.17
2013-01-07 17:00:00,37.6335,2013-01-06 23:00,18,77.2
2013-01-07 18:00:00,38.7723,2013-01-06 23:00,19,70.94
2013-01-07 19:00:00,36.8326,2013-01-06 23:00,20,62.58
2013-01-07 20:00:00,38.046,2013-01-06 23:00,21,61.18
2013-01-07 21:00:00,40.0197,2013-01-06 23:00,22,52.43
2013-01-07 22:00:00,37.8272,2013-01-06 23:00,23,51.43
2013-01-07 23:00:00,42.0151,2013-01-06 23:00,24,43.5
2013-01-08 00:00:00,46.4996,2013-01-07 23:00,1,38.13
2013-01-08 01:00:00,47.3196,2013-01-07 23:00,2,35.97
2013-01-08 02:00:00,43.0747,2013-01-07 23:00,3,34.11
2013-01-08 03:00:00,47.5547,2013-01-07 23:00,4,33.61
2013-01-08 04:00:00,47.9285,2013-01-07 23:00,5,33.34
2013-01-08 05:00:00,48.9254,2013-01-07 23:00,6,37.7
2013-01-08 06:00:00,51.3662,2013-01-07 23:00,7,43.28
2013-01-08 07:00:00,48.7871,2013-01-07 23:00,8,50.15
2013-01-08 08:00:00,48.4951,2013-01-07 23:00,9,45.56
2013-01-08 09:00:00,48.6792,2013-01-07 23:00,10,49.46
2013-01-08 10:00:00,42.4734,2013-01-07 23:00,11,49.83
2013-01-08 11:00:00,52.0705,2013-01-07 23:00,12,48.69
2013-01-08 12:00:00,49.1105,2013-01-07 23:00,13,44.87
2013-01-08 13:00:00,49.77,2013-01-07 23:00,14,43.86
2013-01-08 14:00:00,50.3408,2013-01-07 23:00,15,42.31
2013-01-08 15:00:00,46.8551,2013-01-07 23:00,16,43.08
2013-01-08 16:00:00,48.9763,2013-01-07 23:00,17,51.49
2013-01-08 17:00:00,47.1583,2013-01-07 23:00,18,69.88
2013-01-08 18:00:00,43.9792,2013-01-07 23:00,19,62.73
2013-01-08 19:00:00,48.5871,2013-01-07 23:00,20,56.87
2013-01-08 20:00:00,47.5523,2013-01-07 23:00,21,53.62
2013-01-08 21:00:00,49.7084,2013-01-07 23:00,22,47.59
2013-01-08 22:00:00,50.1064,2013-01-07 23:00,23,39.15
2013-01-08 23:00:00,46.0403,2013-01-07 23:00,24,38.07
2013-01-09 00:00:00,42.782,2013-01-08 23:00,1,31.25
2013-01-09 01:00:00,41.0726,2013-01-08 23:00,2,29.61
2013-01-09 02:00:00,44.2408,2013-01-08 23:00,3,28.16
2013-01-09 03:00:00,44.2313,2013-01-08 23:00,4,28.03
2013-01-09 04:00:00,42.6696,2013-01-08 23:00,5,28.24
2013-01-09 05:00:00,44.2956,2013-01-08 23:00,6,31.04
2013-01-09 06:00:00,41.5624,2013-01-08 23:00,7,37.89
2013-01-09 07:00:00,43.5309,2013-01-08 23:00,8,44.58
2013-01-09 08:00:00,47.6575,2013-01-08 23:00,9,41.91
2013-01-09 09:00:00,40.9635,2013-01-08 23:00,10,43.58
2013-01-09 10:00:00,44.2227,2013-01-08 23:00,11,44.99
2013-01-09 11:00:00,45.1459,2013-01-08 23:00,12,43.53
2013-01-09 12:00:00,44.7007,2013-01-08 23:00,13,42.04
2013-01-09 13:00:00,43.6519,2013-01-08 23:00,14,41.79
2013-01-09 14:00:00,38.0203,2013-01-08 23:00,15,41.36
2013-01-09 15:00:00,43.0416,2013-01-08 23:00,16,41.32
2013-01-09 16:00:00,41.6294,2013-01-08 23:00,17,47.36
2013-01-09 17:00:00,46.0108,2013-01-08 23:00,18,57.99
2013-01-09 18:00:00,40.4176,2013-01-08 23:00,19,53.52
2013-01-09 19:00:00,41.7256,2013-01-08 23:00,20,51.31
2013-01-09 20:00:00,43.6023,2013-01-08 23:00,21,47.18
2013-01-09 21:00:00,42.177,2013-01-08 23:00,22,44.21
2013-01-09 22:00:00,42.3866,2013-01-08 23:00,23,44.57
2013-01-09 23:00:00,41.3715,2013-01-08 23:00,24,32.51
2013-01-10 00:00:00,44.3989,2013-01-09 23:00,1,31.61
2013-01-10 01:00:00,37.6267,2013-01-09 23:00,2,29.19
2013-01-10 02:00:00,34.8072,2013-01-09 23:00,3,27.63
2013-01-10 03:00:00,39.4737,2013-01-09 23:00,4,27.86
2013-01-10 04:00:00,37.8566,2013-01-09 23:00,5,28.02
2013-01-10 05:00:00,40.1565,2013-01-09 23:00,6,31.06
2013-01-10 06:00:00,39.9336,2013-01-09 23:00,7,37.51
2013-01-10 07:00:00,41.4331,2013-01-09 23:00,8,42.89
2013-01-10 08:00:00,38.449,2013-01-09 23:00,9,37.43
2013-01-10 09:00:00,40.4328,2013-01-09 23:00,10,40.26
2013-01-10 10:00:00,37.3362,2013-01-09 23:00,11,39.18
2013-01-10 11:00:00,40.2733,2013-01-09 23:00,12,38.39
2013-01-10 12:00:00,39.2749,2013-01-09 23:00,13,37.18
2013-01-10 13:00:00,39.1267,2013-01-09 23:00,14,36.86
2013-01-10 14:00:00,37.1768,2013-01-09 23:00,15,36.64
2013-01-10 15:00:00,36.4522,2013-01-09 23:00,16,36.43
2013-01-10 16:00:00,38.9791,2013-01-09 23:00,17,43.19
2013-01-10 17:00:00,38.2959,2013-01-09 23:00,18,52.79
2013-01-10 18:00:00,38.2539,2013-01-09 23:00,19,49.62
2013-01-10 19:00:00,37.348,2013-01-09 23:00,20,46.23
2013-01-10 20:00:00,39.0586,2013-01-09 23:00,21,43.15
2013-01-10 21:00:00,38.6119,2013-01-09 23:00,22,38.69
2013-01-10 22:00:00,39.898,2013-01-09 23:00,23,37.32
2013-01-10 23:00:00,38.5521,2013-01-09 23:00,24,30.42
2013-01-11 00:00:00,34.2499,2013-01-10 23:00,1,29.41
2013-01-11 01:00:00,35.2176,2013-01-10 23:00,2,27.16
2013-01-11 02:00:00,34.2939,2013-01-10 23:00,3,26.24
2013-01-11 03:00:00,33.8039,2013-01-10 23:00,4,26.18
2013-01-11 04:00:00,33.2313,2013-01-10 23:00,5,26.56
2013-01-11 05:00:00,36.244,2013-01-10 23:00,6,29.52
2013-01-11 06:00:00,33.1119,2013-01-10 23:00,7,33.97
2013-01-11 07:00:00,34.5424,2013-01-10 23:00,8,38.28
2013-01-11 08:00:00,33.6348,2013-01-10 23:00,9,35.72
2013-01-11 09:00:00,33.8754,2013-01-10 23:00,10,36.29
2013-01-11 10:00:00,35.714,2013-01-10 23:00,11,37.4
2013-01-11 11:00:00,35.7283,2013-01-10 23:00,12,37.64
2013-01-11 12:00:00,37.3249,2013-01-10 23:00,13,35.19
2013-01-11 13:00:00,31.3072,2013-01-10 23:00,14,33.85
2013-01-11 14:00:00,36.0022,2013-01-10 23:00,15,32.94
2013-01-11 15:00:00,34.914,2013-01-10 23:00,16,33.8
2013-01-11 16:00:00,35.8966,2013-01-10 23:00,17,41.89
2013-01-11 17:00:00,34.1128,2013-01-10 23:00,18,47.85
2013-01-11 18:00:00,35.1451,2013-01-10 23:00,19,45.05
2013-01-11 19:00:00,33.3868,2013-01-10 23:00,20,38.58
2013-01-11 20:00:00,34.4868,2013-01-10 23:00,21,38.48
2013-01-11 21:00:00,36.2758,2013-01-10 23:00,22,33.15
2013-01-11 22:00:00,34.2884,2013-01-10 23:00,23,30.81
2013-01-11 23:00:00,38.0845,2013-01-10 23:00,24,28.61
2013-01-12 00:00:00,32.2649,2013-01-11 23:00,1,30.87
2013-01-12 01:00:00,30.9756,2013-01-11 23:00,2,27.97
2013-01-12 02:00:00,33.365,2013-01-11 23:00,3,27.05
2013-01-12 03:00:00,33.3579,2013-01-11 23:00,4,25.76
2013-01-12 04:00:00,32.1801,2013-01-11 23:00,5,25.88
2013-01-12 05:00:00,33.4064,2013-01-11 23:00,6,26.67
2013-01-12 06:00:00,31.345,2013-01-11 23:00,7,28.72
2013-01-12 07:00:00,32.8297,2013-01-11 23:00,8,29.97
2013-01-12 08:00:00,35.9417,2013-01-11 23:00,9,31.87
2013-01-12 09:00:00,30.8934,2013-01-11 23:00,10,35.37
2013-01-12 10:00:00,33.3513,2013-01-11 23:00,11,37.51
2013-01-12 11:00:00,34.0476,2013-01-11 23:00,12,37.62
2013-01-12 12:00:00,33.7119,2013-01-11 23:00,13,35.78
2013-01-12 13:00:00,32.9209,2013-01-11 23:00,14,34.16
2013-01-12 14:00:00,28.6737,2013-01-11 23:00,15,32.39
2013-01-12 15:00:00,32.4606,2013-01-11 23:00,16,33.78
2013-01-12 16:00:00,31.3956,2013-01-11 23:00,17,39.82
2013-01-12 17:00:00,34.6999,2013-01-11 23:00,18,49.12
2013-01-12 18:00:00,30.4817,2013-01-11 23:00,19,45.53
2013-01-12 19:00:00,31.4681,2013-01-11 23:00,20,43.43
2013-01-12 20:00:00,32.8835,2013-01-11 23:00,21,39.9
2013-01-12 21:00:00,31.8086,2013-01-11 23:00,22,38.14
2013-01-12 22:00:00,31.9666,2013-01-11 23:00,23,32.25
2013-01-12 23:00:00,31.201,2013-01-11 23:00,24,32.02
2013-01-13 00:00:00,32.4416,2013-01-12 23:00,1,30.63
2013-01-13 01:00:00,34.4509,2013-01-12 23:00,2,27.99
2013-01-13 02:00:00,36.0677,2013-01-12 23:00,3,24.75
2013-01-13 03:00:00,32.0549,2013-01-12 23:00,4,24.13
2013-01-13 04:00:00,31.894,2013-01-12 23:00,5,23.74
2013-01-13 05:00:00,32.0326,2013-01-12 23:00,6,22.58
2013-01-13 06:00:00,35.9293,2013-01-12 23:00,7,24.91
2013-01-13 07:00:00,29.5819,2013-01-12 23:00,8,27.86
2013-01-13 08:00:00,31.6461,2013-01-12 23:00,9,29.34
2013-01-13 09:00:00,31.1717,2013-01-12 23:00,10,36.38
2013-01-13 10:00:00,33.265,2013-01-12 23:00,11,39.61
2013-01-13 11:00:00,32.2734,2013-01-12 23:00,12,40.96
2013-01-13 12:00:00,33.0805,2013-01-12 23:00,13,38.47
2013-01-13 13:00:00,29.8405,2013-01-12 23:00,14,35.04
2013-01-13 14:00:00,33.21,2013-01-12 23:00,15,31.72
2013-01-13 15:00:00,32.6618,2013-01-12 23:00,16,34.37
2013-01-13 16:00:00,30.7201,2013-01-12 23:00,17,44.71
2013-01-13 17:00:00,33.0663,2013-01-12 23:00,18,58.79
2013-01-13 18:00:00,30.7384,2013-01-12 23:00,19,48.15
2013-01-13 19:00:00,31.8469,2013-01-12 23:00,20,46.06
2013-01-13 20:00:00,31.0242,2013-01-12 23:00,21,45.04
2013-01-13 21:00:00,32.5326,2013-01-12 23:00,22,37.98
2013-01-13 22:00:00,30.5842,2013-01-12 23:00,23,30.32
2013-01-13 23:00:00,31.65,2013-01-12 23:00,24,30.68
2013-01-14 00:00:00,31.7621,2013-01-13 23:00,1,31.8
2013-01-14 01:00:00,32.6595,2013-01-13 23:00,2,28.9
2013-01-14 02:00:00,31.8029,2013-01-13 23:00,3,26.09
2013-01-14 03:00:00,31.3485,2013-01-13 23:00,4,25.89
2013-01-14 04:00:00,30.8175,2013-01-13 23:00,5,26.05
2013-01-14 05:00:00,33.6114,2013-01-13 23:00,6,28.15
2013-01-14 06:00:00,30.7068,2013-01-13 23:00,7,34.96
2013-01-14 07:00:00,32.0334,2013-01-13 23:00,8,39.93
2013-01-14 08:00:00,31.1917,2013-01-13 23:00,9,37.62
2013-01-14 09:00:00,31.4149,2013-01-13 23:00,10,42.9
2013-01-14 10:00:00,33.1199,2013-01-13 23:00,11,44.25
2013-01-14 11:00:00,33.1331,2013-01-13 23:00,12,43.89
2013-01-14 12:00:00,34.6138,2013-01-13 23:00,13,40.65
2013-01-14 13:00:00,29.0331,2013-01-13 23:00,14,40.83
2013-01-14 14:00:00,33.3871,2013-01-13 23:00,15,39.13
2013-01-14 15:00:00,32.378,2013-01-13 23:00,16,41.14
2013-01-14 16:00:00,33.2892,2013-01-13 23:00,17,45.84
2013-01-14 17:00:00,31.635,2013-01-13 23:00,18,55.48
2013-01-14 18:00:00,32.5923,2013-01-13 23:00,19,49.13
2013-01-14 19:00:00,30.9617,2013-01-13 23:00,20,46.35
2013-01-14 20:00:00,31.9818,2013-01-13 23:00,21,44.12
2013-01-14 21:00:00,33.6408,2013-01-13 23:00,22,37.75
2013-01-14 22:00:00,31.7978,2013-01-13 23:00,23,33.27
2013-01-14 23:00:00,35.3182,2013-01-13 23:00,24,32.75
2013-01-15 00:00:00,34.8836,2013-01-14 23:00,1,34.77
2013-01-15 01:00:00,35.4988,2013-01-14 23:00,2,30.71
2013-01-15 02:00:00,32.3143,2013-01-14 23:00,3,30.97
2013-01-15 03:00:00,35.6752,2013-01-14 23:00,4,29.97
2013-01-15 04:00:00,35.9556,2013-01-14 23:00,5,30.38
2013-01-15 05:00:00,36.7035,2013-01-14 23:00,6,33.94
2013-01-15 06:00:00,38.5345,2013-01-14 23:00,7,36.67
2013-01-15 07:00:00,36.5997,2013-01-14 23:00,8,45.03
2013-01-15 08:00:00,36.3806,2013-01-14 23:00,9,43.3
2013-01-15 09:00:00,36.5188,2013-01-14 23:00,10,44.89
2013-01-15 10:00:00,31.8632,2013-01-14 23:00,11,45.85
2013-01-15 11:00:00,39.0629,2013-01-14 23:00,12,45.47
2013-01-15 12:00:00,36.8423,2013-01-14 23:00,13,44.28
2013-01-15 13:00:00,37.337,2013-01-14 23:00,14,43.29
2013-01-15 14:00:00,37.7653,2013-01-14 23:00,15,42.67
2013-01-15 15:00:00,35.1503,2013-01-14 23:00,16,43.29
2013-01-15 16:00:00,36.7416,2013-01-14 23:00,17,47.34
2013-01-15 17:00:00,35.3778,2013-01-14 23:00,18,60.43
2013-01-15 18:00:00,32.9929,2013-01-14 23:00,19,52.21
2013-01-15 19:00:00,36.4497,2013-01-14 23:00,20,49.05
2013-01-15 20:00:00,35.6734,2013-01-14 23:00,21,46.97
2013-01-15 21:00:00,37.2909,2013-01-14 23:00,22,44.11
2013-01-15 22:00:00,37.5894,2013-01-14 23:00,23,38.63
2013-01-15 23:00:00,34.5391,2013-01-14 23:00,24,34.64
2013-01-16 00:00:00,45.3473,2013-01-15 23:00,1,40.09
2013-01-16 01:00:00,38.4304,2013-01-15 23:00,2,36.62
2013-01-16 02:00:00,35.5507,2013-01-15 23:00,3,33.26
2013-01-16 03:00:00,40.3168,2013-01-15 23:00,4,33.56
2013-01-16 04:00:00,38.6652,2013-01-15 23:00,5,33.11
2013-01-16 05:00:00,41.0142,2013-01-15 23:00,6,37.79
2013-01-16 06:00:00,40.7866,2013-01-15 23:00,7,46.77
2013-01-16 07:00:00,42.3181,2013-01-15 23:00,8,51.48
2013-01-16 08:00:00,39.2703,2013-01-15 23:00,9,50.25
2013-01-16 09:00:00,41.2964,2013-01-15 23:00,10,51.18
2013-01-16 10:00:00,38.1337,2013-01-15 23:00,11,52.13
2013-01-16 11:00:00,41.1335,2013-01-15 23:00,12,50.81
2013-01-16 12:00:00,40.1139,2013-01-15 23:00,13,50.02
2013-01-16 13:00:00,39.9625,2013-01-15 23:00,14,49.57
2013-01-16 14:00:00,37.971,2013-01-15 23:00,15,48.07
2013-01-16 15:00:00,37.2309,2013-01-15 23:00,16,48.73
2013-01-16 16:00:00,39.8117,2013-01-15 23:00,17,53.5
2013-01-16 17:00:00,39.1139,2013-01-15 23:00,18,68.85
2013-01-16 18:00:00,39.071,2013-01-15 23:00,19,61.2
2013-01-16 19:00:00,38.1458,2013-01-15 23:00,20,55.79
2013-01-16 20:00:00,39.8929,2013-01-15 23:00,21,50.89
2013-01-16 21:00:00,39.4367,2013-01-15 23:00,22,46.2
2013-01-16 22:00:00,40.7503,2013-01-15 23:00,23,40.61
2013-01-16 23:00:00,39.3756,2013-01-15 23:00,24,41.19
2013-01-17 00:00:00,44.2815,2013-01-16 23:00,1,48.07
2013-01-17 01:00:00,42.5121,2013-01-16 23:00,2,44.61
2013-01-17 02:00:00,45.7914,2013-01-16 23:00,3,42.47
2013-01-17 03:00:00,45.7815,2013-01-16 23:00,4,42.25
2013-01-17 04:00:00,44.1651,2013-01-16 23:00,5,40.87
2013-01-17 05:00:00,45.8481,2013-01-16 23:00,6,45.59
2013-01-17 06:00:00,43.0191,2013-01-16 23:00,7,59.42
2013-01-17 07:00:00,45.0566,2013-01-16 23:00,8,67.11
2013-01-17 08:00:00,49.3278,2013-01-16 23:00,9,64.13
2013-01-17 09:00:00,42.3992,2013-01-16 23:00,10,65.08
2013-01-17 10:00:00,45.7726,2013-01-16 23:00,11,66.08
2013-01-17 11:00:00,46.7282,2013-01-16 23:00,12,65.49
2013-01-17 12:00:00,46.2674,2013-01-16 23:00,13,63.02
2013-01-17 13:00:00,45.1818,2013-01-16 23:00,14,62.36
2013-01-17 14:00:00,39.3529,2013-01-16 23:00,15,61.46
2013-01-17 15:00:00,44.5502,2013-01-16 23:00,16,61.59
