timestamp,predicted,datetime_from,sample,target
2018-06-09 03:00:00,433.5316467,2018-06-08 23:00,4,614.0
2018-06-09 04:00:00,428.8687744,2018-06-08 23:00,5,517.0
2018-06-09 05:00:00,632.2987671,2018-06-08 23:00,6,795.0
2018-06-09 06:00:00,1205.724976,2018-06-08 23:00,7,1398.0
2018-06-09 07:00:00,1993.220947,2018-06-08 23:00,8,2172.0
2018-06-09 08:00:00,2496.138428,2018-06-08 23:00,9,2686.0
2018-06-09 09:00:00,3187.069824,2018-06-08 23:00,10,3367.0
2018-06-09 10:00:00,3451.912109,2018-06-08 23:00,11,3684.0
2018-06-09 11:00:00,3907.577881,2018-06-08 23:00,12,4085.0
2018-06-09 12:00:00,4173.282227,2018-06-08 23:00,13,4257.0
2018-06-09 13:00:00,4195.08252,2018-06-08 23:00,14,4186.0
2018-06-09 14:00:00,4126.674805,2018-06-08 23:00,15,4196.0
2018-06-09 15:00:00,4099.029785,2018-06-08 23:00,16,3957.0
2018-06-09 16:00:00,4052.231689,2018-06-08 23:00,17,3940.0
2018-06-09 17:00:00,4080.346924,2018-06-08 23:00,18,3589.0
2018-06-09 18:00:00,3288.287842,2018-06-08 23:00,19,3571.0
2018-06-09 19:00:00,2873.923828,2018-06-08 23:00,20,3128.0
2018-06-09 20:00:00,2599.828125,2018-06-08 23:00,21,2782.0
2018-06-09 21:00:00,2571.201904,2018-06-08 23:00,22,2835.0
2018-06-09 22:00:00,2347.454102,2018-06-08 23:00,23,2863.0
2018-06-09 23:00:00,1808.155884,2018-06-08 23:00,24,1928.0
2018-06-10 00:00:00,1137.751831,2018-06-08 23:00,25,1226.0
2018-06-10 01:00:00,765.1331177,2018-06-08 23:00,26,777.0
2018-06-10 02:00:00,600.2277832,2018-06-08 23:00,27,570.0
2018-06-10 03:00:00,435.3177185,2018-06-08 23:00,28,350.0
2018-06-10 04:00:00,375.2927551,2018-06-08 23:00,29,293.0
2018-06-10 05:00:00,521.5739746,2018-06-08 23:00,30,427.0
2018-06-10 06:00:00,831.9435425,2018-06-08 23:00,31,808.0
2018-06-10 07:00:00,1238.822876,2018-06-08 23:00,32,1012.0
2018-06-10 08:00:00,1961.942627,2018-06-08 23:00,33,1617.0
2018-06-10 09:00:00,2654.364014,2018-06-08 23:00,34,2417.0
2018-06-10 10:00:00,3236.145996,2018-06-08 23:00,35,3075.0
2018-06-10 11:00:00,3808.642578,2018-06-08 23:00,36,3656.0
2018-06-10 12:00:00,3946.320557,2018-06-08 23:00,37,3993.0
2018-06-10 13:00:00,3916.188721,2018-06-08 23:00,38,3888.0
2018-06-10 14:00:00,3849.748047,2018-06-08 23:00,39,4125.0
2018-06-10 15:00:00,3893.540039,2018-06-08 23:00,40,4062.0
2018-06-10 16:00:00,4005.213623,2018-06-08 23:00,41,3901.0
2018-06-10 17:00:00,3591.05249,2018-06-08 23:00,42,3584.0
2018-06-10 18:00:00,3190.897705,2018-06-08 23:00,43,3477.0
2018-06-10 19:00:00,2821.363281,2018-06-08 23:00,44,3010.0
2018-06-10 20:00:00,2602.739746,2018-06-08 23:00,45,2979.0
2018-06-10 21:00:00,2385.464355,2018-06-08 23:00,46,2353.0
2018-06-10 22:00:00,1806.05835,2018-06-08 23:00,47,1834.0
2018-06-10 23:00:00,1244.946289,2018-06-08 23:00,48,1101.0
2018-06-11 00:00:00,764.5603027,2018-06-08 23:00,49,642.0
2018-06-11 01:00:00,538.1564331,2018-06-08 23:00,50,396.0
2018-06-11 02:00:00,440.2784424,2018-06-08 23:00,51,291.0
2018-06-11 03:00:00,422.5134277,2018-06-08 23:00,52,310.0
2018-06-11 04:00:00,820.7961426,2018-06-08 23:00,53,873.0
2018-06-11 05:00:00,2073.23584,2018-06-08 23:00,54,2947.0
2018-06-11 06:00:00,4036.523438,2018-06-08 23:00,55,5476.0
2018-06-11 07:00:00,4759.983398,2018-06-08 23:00,56,6336.0
2018-06-11 08:00:00,4453.602539,2018-06-08 23:00,57,5676.0
2018-06-11 09:00:00,4029.280029,2018-06-08 23:00,58,4588.0
2018-06-11 10:00:00,3702.489258,2018-06-08 23:00,59,4270.0
2018-06-11 11:00:00,3875.140137,2018-06-08 23:00,60,4435.0
2018-06-11 12:00:00,4059.744385,2018-06-08 23:00,61,4763.0
2018-06-11 13:00:00,4090.04541,2018-06-08 23:00,62,4658.0
2018-06-11 14:00:00,4498.953613,2018-06-08 23:00,63,4923.0
2018-06-11 15:00:00,5231.486328,2018-06-08 23:00,64,5691.0
2018-06-11 16:00:00,5732.699707,2018-06-08 23:00,65,6556.0
2018-06-11 17:00:00,5177.484375,2018-06-08 23:00,66,5922.0
2018-06-11 18:00:00,3904.954102,2018-06-08 23:00,67,4512.0
2018-06-11 19:00:00,2930.108887,2018-06-08 23:00,68,3078.0
2018-06-11 20:00:00,2604.894531,2018-06-08 23:00,69,2611.0
2018-06-11 21:00:00,2175.618408,2018-06-08 23:00,70,2240.0
2018-06-11 22:00:00,1760.000732,2018-06-08 23:00,71,1861.0
2018-06-11 23:00:00,1026.702637,2018-06-08 23:00,72,1109.0
2018-06-12 00:00:00,427.2610474,2018-06-08 23:00,73,621.0
2018-06-12 01:00:00,327.9871216,2018-06-08 23:00,74,396.0
2018-06-12 02:00:00,235.5211945,2018-06-08 23:00,75,314.0
2018-06-12 03:00:00,326.6806335,2018-06-08 23:00,76,362.0
2018-06-12 04:00:00,820.5480957,2018-06-08 23:00,77,912.0
2018-06-12 05:00:00,2876.094727,2018-06-08 23:00,78,3013.0
2018-06-12 06:00:00,5292.213867,2018-06-08 23:00,79,5905.0
2018-06-12 07:00:00,6117.557617,2018-06-08 23:00,80,6283.0
2018-06-12 08:00:00,5659.893555,2018-06-08 23:00,81,5656.0
2018-06-12 09:00:00,5019.848145,2018-06-08 23:00,82,4948.0
2018-06-12 10:00:00,4395.679199,2018-06-08 23:00,83,4574.0
2018-06-12 11:00:00,4525.97168,2018-06-08 23:00,84,4531.0
2018-06-12 12:00:00,4737.646973,2018-06-08 23:00,85,4911.0
2018-06-12 13:00:00,4971.20752,2018-06-08 23:00,86,4777.0
2018-06-12 14:00:00,5354.427734,2018-06-08 23:00,87,5185.0
2018-06-12 15:00:00,6209.058105,2018-06-08 23:00,88,6092.0
2018-06-12 16:00:00,6648.460449,2018-06-08 23:00,89,6777.0
2018-06-12 17:00:00,5926.003906,2018-06-08 23:00,90,6366.0
2018-06-12 18:00:00,4442.384766,2018-06-08 23:00,91,4701.0
2018-06-12 19:00:00,3296.629395,2018-06-08 23:00,92,3235.0
2018-06-12 20:00:00,2759.53833,2018-06-08 23:00,93,2975.0
2018-06-12 21:00:00,2500.942139,2018-06-08 23:00,94,2990.0
2018-06-12 22:00:00,2012.083008,2018-06-08 23:00,95,2332.0
2018-06-12 23:00:00,1322.133911,2018-06-08 23:00,96,1250.0
2018-06-13 00:00:00,681.6002197,2018-06-08 23:00,97,684.0
2018-06-13 01:00:00,498.4514771,2018-06-08 23:00,98,439.0
2018-06-13 02:00:00,424.0079041,2018-06-08 23:00,99,328.0
2018-06-13 03:00:00,476.1143799,2018-06-08 23:00,100,387.0
2018-06-13 04:00:00,1003.479309,2018-06-08 23:00,101,922.0
2018-06-13 05:00:00,2872.043945,2018-06-08 23:00,102,3022.0
2018-06-13 06:00:00,5446.423828,2018-06-08 23:00,103,5767.0
2018-06-13 07:00:00,6048.127441,2018-06-08 23:00,104,6127.0
2018-06-13 08:00:00,5606.898438,2018-06-08 23:00,105,5664.0
2018-06-13 09:00:00,5041.562988,2018-06-08 23:00,106,5157.0
2018-06-13 10:00:00,4662.17334,2018-06-08 23:00,107,4579.0
2018-06-13 11:00:00,4619.199707,2018-06-08 23:00,108,4687.0
2018-06-13 12:00:00,4652.70752,2018-06-08 23:00,109,5110.0
2018-06-13 13:00:00,4837.844238,2018-06-08 23:00,110,4998.0
2018-06-13 14:00:00,5345.083008,2018-06-08 23:00,111,5227.0
2018-06-13 15:00:00,6036.367676,2018-06-08 23:00,112,6188.0
2018-06-13 16:00:00,6442.926758,2018-06-08 23:00,113,6781.0
2018-06-13 17:00:00,5797.251465,2018-06-08 23:00,114,5644.0
2018-06-13 18:00:00,4504.62793,2018-06-08 23:00,115,4617.0
2018-06-13 19:00:00,3601.558105,2018-06-08 23:00,116,3560.0
2018-06-13 20:00:00,2985.894531,2018-06-08 23:00,117,3277.0
2018-06-13 21:00:00,2602.517578,2018-06-08 23:00,118,2777.0
2018-06-13 22:00:00,1835.743408,2018-06-08 23:00,119,2123.0
2018-06-13 23:00:00,1158.360474,2018-06-08 23:00,120,1283.0
2018-06-14 00:00:00,569.7815552,2018-06-08 23:00,121,724.0
2018-06-14 01:00:00,339.2209473,2018-06-08 23:00,122,424.0
2018-06-14 02:00:00,248.6779175,2018-06-08 23:00,123,308.0
2018-06-14 03:00:00,307.3257751,2018-06-08 23:00,124,368.0
2018-06-14 04:00:00,813.1451416,2018-06-08 23:00,125,928.0
2018-06-14 05:00:00,2895.876465,2018-06-08 23:00,126,3013.0
2018-06-14 06:00:00,5634.271484,2018-06-08 23:00,127,5824.0
2018-06-14 07:00:00,6190.809082,2018-06-08 23:00,128,6438.0
2018-06-14 08:00:00,5682.526367,2018-06-08 23:00,129,5778.0
2018-06-14 09:00:00,5024.268555,2018-06-08 23:00,130,4983.0
2018-06-14 10:00:00,4576.861328,2018-06-08 23:00,131,4510.0
2018-06-14 11:00:00,4715.595703,2018-06-08 23:00,132,4810.0
2018-06-14 12:00:00,4889.539551,2018-06-08 23:00,133,5062.0
2018-06-14 13:00:00,5130.507813,2018-06-08 23:00,134,5018.0
2018-06-14 14:00:00,5520.747559,2018-06-08 23:00,135,5434.0
2018-06-14 15:00:00,6213.63623,2018-06-08 23:00,136,6192.0
2018-06-14 16:00:00,6351.633301,2018-06-08 23:00,137,6890.0
2018-06-14 17:00:00,5735.060059,2018-06-08 23:00,138,6049.0
2018-06-14 18:00:00,4573.698242,2018-06-08 23:00,139,4819.0
2018-06-14 19:00:00,3751.880127,2018-06-08 23:00,140,3709.0
2018-06-14 20:00:00,3168.894043,2018-06-08 23:00,141,3274.0
2018-06-14 21:00:00,2725.529541,2018-06-08 23:00,142,2922.0
2018-06-14 22:00:00,2026.910889,2018-06-08 23:00,143,2284.0
2018-06-14 23:00:00,1323.719727,2018-06-08 23:00,144,1388.0
2018-06-15 00:00:00,651.8291626,2018-06-08 23:00,145,830.0
2018-06-15 01:00:00,431.3139954,2018-06-08 23:00,146,500.0
2018-06-15 02:00:00,338.9561157,2018-06-08 23:00,147,358.0
2018-06-15 03:00:00,339.5369568,2018-06-08 23:00,148,384.0
2018-06-15 04:00:00,756.9776611,2018-06-08 23:00,149,866.0
2018-06-15 05:00:00,2427.05957,2018-06-08 23:00,150,2843.0
2018-06-15 06:00:00,5144.395508,2018-06-08 23:00,151,5432.0
2018-06-15 07:00:00,5936.016113,2018-06-08 23:00,152,6361.0
2018-06-15 08:00:00,5270.740234,2018-06-08 23:00,153,5671.0
2018-06-15 09:00:00,4991.711914,2018-06-08 23:00,154,4977.0
2018-06-15 10:00:00,4407.489746,2018-06-08 23:00,155,4801.0
2018-06-15 11:00:00,4612.60498,2018-06-08 23:00,156,5025.0
2018-06-15 12:00:00,4937.870605,2018-06-08 23:00,157,5396.0
2018-06-15 13:00:00,4974.772949,2018-06-08 23:00,158,5168.0
2018-06-15 14:00:00,5592.590332,2018-06-08 23:00,159,5614.0
2018-06-15 15:00:00,6203.924316,2018-06-08 23:00,160,5993.0
2018-06-15 16:00:00,6030.898438,2018-06-08 23:00,161,6333.0
2018-06-15 17:00:00,5229.283203,2018-06-08 23:00,162,5165.0
2018-06-15 18:00:00,4162.686035,2018-06-08 23:00,163,4369.0
2018-06-15 19:00:00,3320.531982,2018-06-08 23:00,164,3688.0
2018-06-15 20:00:00,2820.546387,2018-06-08 23:00,165,3123.0
2018-06-15 21:00:00,2859.313721,2018-06-08 23:00,166,3118.0
2018-06-15 22:00:00,2417.274658,2018-06-08 23:00,167,2778.0
2018-06-15 23:00:00,1814.730103,2018-06-08 23:00,168,2666.0
2018-06-16 00:00:00,1268.977661,2018-06-15 23:00,1,1386.0
2018-06-16 01:00:00,833.0145264,2018-06-15 23:00,2,825.0
2018-06-16 02:00:00,585.7548218,2018-06-15 23:00,3,587.0
2018-06-16 03:00:00,440.348938,2018-06-15 23:00,4,391.0
2018-06-16 04:00:00,397.0565491,2018-06-15 23:00,5,402.0
2018-06-16 05:00:00,702.2942505,2018-06-15 23:00,6,772.0
2018-06-16 06:00:00,1293.86731,2018-06-15 23:00,7,1196.0
2018-06-16 07:00:00,1850.941406,2018-06-15 23:00,8,1651.0
2018-06-16 08:00:00,2445.480713,2018-06-15 23:00,9,2329.0
2018-06-16 09:00:00,3062.398193,2018-06-15 23:00,10,3017.0
2018-06-16 10:00:00,3699.853516,2018-06-15 23:00,11,3514.0
2018-06-16 11:00:00,3948.881592,2018-06-15 23:00,12,3907.0
2018-06-16 12:00:00,4103.631348,2018-06-15 23:00,13,4494.0
2018-06-16 13:00:00,4095.293213,2018-06-15 23:00,14,4834.0
2018-06-16 14:00:00,4109.466797,2018-06-15 23:00,15,4900.0
2018-06-16 15:00:00,4329.435547,2018-06-15 23:00,16,4363.0
2018-06-16 16:00:00,4163.755859,2018-06-15 23:00,17,4495.0
2018-06-16 17:00:00,3851.020752,2018-06-15 23:00,18,4053.0
2018-06-16 18:00:00,3443.098145,2018-06-15 23:00,19,3987.0
2018-06-16 19:00:00,3075.316162,2018-06-15 23:00,20,3223.0
2018-06-16 20:00:00,2781.777832,2018-06-15 23:00,21,2928.0
2018-06-16 21:00:00,2579.777344,2018-06-15 23:00,22,2887.0
2018-06-16 22:00:00,2401.166016,2018-06-15 23:00,23,2606.0
2018-06-16 23:00:00,1870.517944,2018-06-15 23:00,24,2047.0
2018-06-17 00:00:00,1082.708374,2018-06-15 23:00,25,1332.0
2018-06-17 01:00:00,711.5892944,2018-06-15 23:00,26,866.0
2018-06-17 02:00:00,498.8170471,2018-06-15 23:00,27,659.0
2018-06-17 03:00:00,314.1267395,2018-06-15 23:00,28,413.0
2018-06-17 04:00:00,270.6631775,2018-06-15 23:00,29,393.0
2018-06-17 05:00:00,281.0496216,2018-06-15 23:00,30,552.0
2018-06-17 06:00:00,642.9140625,2018-06-15 23:00,31,885.0
2018-06-17 07:00:00,953.2344971,2018-06-15 23:00,32,1185.0
2018-06-17 08:00:00,1644.746582,2018-06-15 23:00,33,1724.0
2018-06-17 09:00:00,2541.763672,2018-06-15 23:00,34,2723.0
2018-06-17 10:00:00,3186.447021,2018-06-15 23:00,35,3488.0
2018-06-17 11:00:00,3884.327881,2018-06-15 23:00,36,3790.0
2018-06-17 12:00:00,3971.47583,2018-06-15 23:00,37,4260.0
2018-06-17 13:00:00,3820.355957,2018-06-15 23:00,38,4365.0
2018-06-17 14:00:00,3839.469727,2018-06-15 23:00,39,4192.0
2018-06-17 15:00:00,3824.453369,2018-06-15 23:00,40,4234.0
2018-06-17 16:00:00,3702.458008,2018-06-15 23:00,41,4404.0
2018-06-17 17:00:00,3559.506348,2018-06-15 23:00,42,4175.0
2018-06-17 18:00:00,2969.13208,2018-06-15 23:00,43,3843.0
